FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase
1,5599,adrenergic receptor antagonist,MoA,Preclinical
3,5599,adrenergic receptor antagonist,MoA,Preclinical
4,5599,adrenergic receptor antagonist,MoA,Preclinical
639,5599,adrenergic receptor antagonist,MoA,Preclinical
641,5599,adrenergic receptor antagonist,MoA,Preclinical
354,5602,selective estrogen receptor modulator (SERM),MoA,Preclinical
452,5603,Aurora kinase inhibitor,MoA,Phase 1
563,5603,Aurora kinase inhibitor,MoA,Phase 1
564,5603,Aurora kinase inhibitor,MoA,Phase 1
507,5604,HSP inhibitor,MoA,Phase 1/Phase 2
1648,5604,HSP inhibitor,MoA,Phase 1/Phase 2
3947,5605,thyroid hormone receptor agonist,MoA,Phase 1/Phase 2
3949,5605,thyroid hormone receptor agonist,MoA,Phase 1/Phase 2
759,5606,HDAC inhibitor,MoA,Phase 2
2238,5606,HDAC inhibitor,MoA,Phase 2
2239,5606,HDAC inhibitor,MoA,Phase 2
247,5606,HDAC inhibitor,MoA,Phase 2
249,5606,HDAC inhibitor,MoA,Phase 2
250,5606,HDAC inhibitor,MoA,Phase 2
252,5606,HDAC inhibitor,MoA,Phase 2
969,5614,JAK inhibitor,MoA,Phase 1
255,5620,aldose reductase inhibitor,MoA,Phase 3
703,5621,sodium/glucose cotransporter inhibitor,MoA,Phase 3
1542,5621,sodium/glucose cotransporter inhibitor,MoA,Phase 3
1284,5623,PKC inhibitor,MoA,Phase 2
1699,5623,PKC inhibitor,MoA,Phase 2
358,5623,PKC inhibitor,MoA,Phase 2
359,5623,PKC inhibitor,MoA,Phase 2
5624,5623,PKC inhibitor,MoA,Phase 2
360,5623,PKC inhibitor,MoA,Phase 2
827,5625,NFkB pathway inhibitor,MoA,Preclinical
701,5625,NFkB pathway inhibitor,MoA,Preclinical
546,5626,ubiquitin ligase inhibitor,MoA,Preclinical
232,5628,bacterial DNA gyrase inhibitor,MoA,Withdrawn
188,5629,aspartate carbamoyltransferase inhibitor,MoA,Phase 3
190,5629,aspartate carbamoyltransferase inhibitor,MoA,Phase 3
5630,5631,deubiquitinase inhibitor,MoA,Preclinical
5632,5631,deubiquitinase inhibitor,MoA,Preclinical
794,5633,glutamate receptor modulator,MoA,Preclinical
830,5633,glutamate receptor modulator,MoA,Preclinical
5637,5638,gene expression stimulant,MoA,Preclinical
510,5640,opioid receptor agonist,MoA,Phase 2
45,5644,serotonin receptor antagonist,MoA,Preclinical
47,5644,serotonin receptor antagonist,MoA,Preclinical
48,5644,serotonin receptor antagonist,MoA,Preclinical
1,5644,serotonin receptor antagonist,MoA,Preclinical
3,5644,serotonin receptor antagonist,MoA,Preclinical
4,5644,serotonin receptor antagonist,MoA,Preclinical
11,5644,serotonin receptor antagonist,MoA,Preclinical
15,5644,serotonin receptor antagonist,MoA,Preclinical
1286,5645,SIRT inhibitor,MoA,Preclinical
238,5646,endothelin receptor antagonist,MoA,Phase 3
741,5647,receptor tyrosine protein kinase inhibitor,MoA,Preclinical
5648,5649,bacterial cell wall synthesis inhibitor,MoA,Phase 3
285,5650,adenylyl cyclase inhibitor,MoA,Preclinical
1751,5651,retinoid receptor agonist,MoA,Preclinical
5652,5651,retinoid receptor agonist,MoA,Preclinical
28,5653,neurokinin receptor antagonist,MoA,Phase 2
200,5654,PPAR receptor ligand,MoA,Preclinical
5652,5655,retinoid receptor inverse agonist,MoA,Preclinical
1816,5656,leukotriene receptor antagonist,MoA,Phase 2
1183,5657,CCK receptor antagonist,MoA,Phase 2
4890,5658,JNK inhibitor,MoA,Preclinical
726,5658,JNK inhibitor,MoA,Preclinical
4892,5658,JNK inhibitor,MoA,Preclinical
4890,5659,JNK inhibitor,MoA,Preclinical
912,5660,rho associated kinase inhibitor,MoA,Preclinical
77,5661,serotonin receptor agonist,MoA,Phase 2
165,5662,adrenergic receptor antagonist,MoA,Preclinical
417,5662,adrenergic receptor antagonist,MoA,Preclinical
567,5662,adrenergic receptor antagonist,MoA,Preclinical
73,5663,acetylcholine receptor agonist,MoA,Preclinical
739,5664,SRC inhibitor,MoA,Preclinical
1283,5664,SRC inhibitor,MoA,Preclinical
3904,5664,SRC inhibitor,MoA,Preclinical
5665,5666,serine arginine protein kinase inhibitor,MoA,Preclinical
273,5666,serine arginine protein kinase inhibitor,MoA,Preclinical
1286,5667,SIRT activator,MoA,Preclinical
1286,5668,SIRT activator,MoA,Phase 2
43,5669,acetylcholine receptor agonist,MoA,Phase 2
5670,5671,myeloid differentiation primary response inhibitor,MoA,Preclinical
777,5672,interleukin synthesis inhibitor,MoA,Phase 2
227,5673,STAT inhibitor,MoA,Preclinical
900,5674,aryl hydrocarbon receptor antagonist,MoA,Preclinical
775,5675,serine/threonine kinase inhibitor,MoA,Preclinical
2922,5676,NAMPT inhibitor,MoA,Preclinical
2922,5677,NAMPT inhibitor,MoA,Preclinical
5678,5677,NAMPT inhibitor,MoA,Preclinical
45,5680,adrenergic receptor antagonist,MoA,Phase 2
73,5682,acetylcholine receptor antagonist,MoA,Preclinical
74,5682,acetylcholine receptor antagonist,MoA,Preclinical
75,5682,acetylcholine receptor antagonist,MoA,Preclinical
76,5682,acetylcholine receptor antagonist,MoA,Preclinical
170,5682,acetylcholine receptor antagonist,MoA,Preclinical
1733,5682,acetylcholine receptor antagonist,MoA,Preclinical
3056,5682,acetylcholine receptor antagonist,MoA,Preclinical
690,5682,acetylcholine receptor antagonist,MoA,Preclinical
994,5682,acetylcholine receptor antagonist,MoA,Preclinical
995,5682,acetylcholine receptor antagonist,MoA,Preclinical
996,5682,acetylcholine receptor antagonist,MoA,Preclinical
28,5683,neurokinin receptor antagonist,MoA,Phase 1
78,5683,neurokinin receptor antagonist,MoA,Phase 1
5438,5683,neurokinin receptor antagonist,MoA,Phase 1
5702,5703,antioxidant,MoA,Phase 2/Phase 3
605,5706,dihydrofolate reductase inhibitor,MoA,Phase 2
4536,5715,anticancer agent|aryl hydrocarbon receptor antagonist,MoA,Phase 2
188,5718,carbonic anhydrase inhibitor,MoA,Phase 3
7,5719,dopamine receptor agonist,MoA,Phase 3
5721,5722,calcitonin agonist,MoA,Preclinical
1008,5723,fibroblast growth factor mimetic,MoA,Preclinical
174,5725,cyclooxygenase inhibitor,MoA,Withdrawn
171,5725,cyclooxygenase inhibitor,MoA,Withdrawn
24,5728,GABA receptor inverse agonist,MoA,Phase 2
244,5729,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 2
430,5730,hepatocyte growth factor receptor inhibitor|tyrosine kinase inhibitor,MoA,Preclinical
131,5731,PDGFR tyrosine kinase receptor inhibitor,MoA,Preclinical
726,5732,JNK inhibitor,MoA,Preclinical
244,5733,PDGFR tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Preclinical
131,5733,PDGFR tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Preclinical
512,5734,CDK inhibitor,MoA,Preclinical
371,5734,CDK inhibitor,MoA,Preclinical
90,5734,CDK inhibitor,MoA,Preclinical
514,5734,CDK inhibitor,MoA,Preclinical
3681,5735,alpha mannosidase inhibitor,MoA,Phase 2
405,5736,MAP kinase inhibitor,MoA,Preclinical
906,5737,kainate receptor antagonist,MoA,Preclinical
1466,5737,kainate receptor antagonist,MoA,Preclinical
3645,5737,kainate receptor antagonist,MoA,Preclinical
3646,5737,kainate receptor antagonist,MoA,Preclinical
3647,5737,kainate receptor antagonist,MoA,Preclinical
1846,5737,kainate receptor antagonist,MoA,Preclinical
665,5738,glutamate receptor antagonist,MoA,Preclinical
663,5738,glutamate receptor antagonist,MoA,Preclinical
667,5738,glutamate receptor antagonist,MoA,Preclinical
668,5738,glutamate receptor antagonist,MoA,Preclinical
2211,5740,sphingosine kinase inhibitor,MoA,Preclinical
665,5741,glutamate receptor modulator,MoA,Phase 2
663,5741,glutamate receptor modulator,MoA,Phase 2
667,5741,glutamate receptor modulator,MoA,Phase 2
668,5741,glutamate receptor modulator,MoA,Phase 2
200,5742,PPAR receptor agonist,MoA,Preclinical
186,5743,carbonic anhydrase inhibitor,MoA,Preclinical
1617,5743,carbonic anhydrase inhibitor,MoA,Preclinical
200,5744,PPAR receptor antagonist,MoA,Preclinical
23,5745,phosphodiesterase inhibitor,MoA,Preclinical
2091,5746,LXR agonist,MoA,Preclinical
3101,5746,LXR agonist,MoA,Preclinical
3291,5746,LXR agonist,MoA,Preclinical
3293,5746,LXR agonist,MoA,Preclinical
1923,5746,LXR agonist,MoA,Preclinical
225,5746,LXR agonist,MoA,Preclinical
827,5747,AP inhibitor,MoA,Phase 2
4036,5748,LIM kinase inhibitor,MoA,Preclinical
275,5749,adenosine receptor modulator,MoA,Phase 2
2253,5750,casein kinase inhibitor|MAP kinase inhibitor,MoA,Preclinical
3451,5750,casein kinase inhibitor|MAP kinase inhibitor,MoA,Preclinical
405,5750,casein kinase inhibitor|MAP kinase inhibitor,MoA,Preclinical
687,5751,growth hormone secretagogue receptor agonist,MoA,Phase 2
247,5753,HDAC inhibitor,MoA,Phase 3
293,5760,phosphorylase inhibitor,MoA,Launched
1515,5761,phosphodiesterase inhibitor,MoA,Phase 2
263,5762,CC chemokine receptor antagonist,MoA,Phase 1
348,5763,EGFR inhibitor,MoA,Phase 1
130,5764,VEGFR inhibitor,MoA,Phase 1
946,5765,RAF inhibitor,MoA,Preclinical
405,5766,p38 MAPK inhibitor,MoA,Phase 2
805,5767,MEK inhibitor,MoA,Phase 1
483,5768,insulin secretagogue,MoA,Phase 3
563,5769,Aurora kinase inhibitor,MoA,Phase 1
1228,5770,PLK inhibitor,MoA,Phase 1
469,5771,dipeptidyl peptidase inhibitor|fibroblast activation protein inhibitor,MoA,Phase 3
944,5772,smoothened receptor antagonist,MoA,Phase 2
2164,5772,smoothened receptor antagonist,MoA,Phase 2
1335,5772,smoothened receptor antagonist,MoA,Phase 2
665,5773,glutamate receptor antagonist,MoA,Phase 2
663,5773,glutamate receptor antagonist,MoA,Phase 2
667,5773,glutamate receptor antagonist,MoA,Phase 2
668,5773,glutamate receptor antagonist,MoA,Phase 2
3954,5774,cytochrome P450 inhibitor,MoA,Phase 2
698,5778,p38 MAPK inhibitor,MoA,Phase 2
553,5778,p38 MAPK inhibitor,MoA,Phase 2
405,5778,p38 MAPK inhibitor,MoA,Phase 2
1768,5778,p38 MAPK inhibitor,MoA,Phase 2
672,5778,p38 MAPK inhibitor,MoA,Phase 2
78,5779,tachykinin antagonist,MoA,Phase 2
5438,5779,tachykinin antagonist,MoA,Phase 2
571,5781,adrenergic inhibitor,MoA,Phase 2
460,5787,progesterone receptor agonist,MoA,Phase 2
126,5789,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 2
128,5789,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 2
129,5789,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 2
5790,5789,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 2
131,5789,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 2
507,5791,HSP inhibitor,MoA,Phase 3
4669,5793,AP inhibitor,MoA,Phase 2
698,5794,anti-inflammatory agent|interleukin inhibitor,MoA,Phase 2/Phase 3
1923,5794,anti-inflammatory agent|interleukin inhibitor,MoA,Phase 2/Phase 3
672,5794,anti-inflammatory agent|interleukin inhibitor,MoA,Phase 2/Phase 3
395,5795,prostaglandin receptor agonist,MoA,Phase 2
75,5796,acetylcholine receptor antagonist,MoA,Phase 2
519,5797,cannabinoid receptor inverse agonist,MoA,Phase 3
881,5798,nitric oxide synthase inhibitor,MoA,Phase 3
296,5799,P glycoprotein inhibitor,MoA,Phase 3
230,5800,topoisomerase inhibitor,MoA,Phase 1
474,5801,PI3K inhibitor,MoA,Phase 3
1145,5803,angiogenesis inhibitor|S100A9 inhibitor,MoA,Phase 3
5804,5805,G protein-coupled receptor agonist,MoA,Phase 1
1765,5805,G protein-coupled receptor agonist,MoA,Phase 1
5080,5805,G protein-coupled receptor agonist,MoA,Phase 1
338,5806,opioid receptor antagonist,MoA,Phase 2
2121,5808,histone lysine methyltransferase inhibitor,MoA,Launched
3743,5809,excitatory amino acid transporter inhibitor,MoA,Preclinical
1846,5809,excitatory amino acid transporter inhibitor,MoA,Preclinical
3801,5809,excitatory amino acid transporter inhibitor,MoA,Preclinical
3802,5809,excitatory amino acid transporter inhibitor,MoA,Preclinical
3803,5809,excitatory amino acid transporter inhibitor,MoA,Preclinical
452,5810,Aurora kinase inhibitor,MoA,Preclinical
5811,5812,MAP kinase inhibitor,MoA,Preclinical
5813,5812,MAP kinase inhibitor,MoA,Preclinical
2310,5814,histone demethylase inhibitor,MoA,Preclinical
4351,5814,histone demethylase inhibitor,MoA,Preclinical
3527,5814,histone demethylase inhibitor,MoA,Preclinical
5815,5814,histone demethylase inhibitor,MoA,Preclinical
3216,5814,histone demethylase inhibitor,MoA,Preclinical
2312,5814,histone demethylase inhibitor,MoA,Preclinical
2313,5814,histone demethylase inhibitor,MoA,Preclinical
1196,5816,gamma secretase modulator,MoA,Preclinical
528,5817,FAAH inhibitor,MoA,Preclinical
5818,5819,formyl peptide receptor agonist,MoA,Preclinical
1,5820,adrenergic receptor agonist,MoA,Preclinical
3,5820,adrenergic receptor agonist,MoA,Preclinical
4,5820,adrenergic receptor agonist,MoA,Preclinical
275,5821,adenosine receptor antagonist,MoA,Preclinical
1215,5822,G protein-coupled receptor agonist,MoA,Preclinical
5823,5824,G protein-coupled receptor agonist,MoA,Preclinical
247,5825,HDAC inhibitor,MoA,Preclinical
249,5825,HDAC inhibitor,MoA,Preclinical
250,5825,HDAC inhibitor,MoA,Preclinical
252,5825,HDAC inhibitor,MoA,Preclinical
1441,5826,integrin inhibitor,MoA,Preclinical
897,5826,integrin inhibitor,MoA,Preclinical
694,5827,transient receptor potential channel antagonist,MoA,Preclinical
694,5828,transient receptor potential channel antagonist,MoA,Preclinical
5829,5830,lysophosphatidic acid receptor antagonist,MoA,Preclinical
4386,5831,monopolar spindle 1 kinase inhibitor,MoA,Preclinical
450,5832,sodium channel blocker,MoA,Preclinical
4153,5833,neurotensin agonist,MoA,Preclinical
3616,5834,G protein-coupled receptor agonist,MoA,Preclinical
71,5835,oxytocin receptor agonist|vasopressin receptor agonist,MoA,Preclinical
5836,5835,oxytocin receptor agonist|vasopressin receptor agonist,MoA,Preclinical
1283,5837,SRC inhibitor,MoA,Preclinical
3671,5838,DYRK inhibitor,MoA,Preclinical
1059,5838,DYRK inhibitor,MoA,Preclinical
1229,5839,PLK inhibitor,MoA,Preclinical
2095,5840,MAP kinase inhibitor,MoA,Preclinical
5136,5841,hypoxia inducible factor inhibitor,MoA,Preclinical
2211,5842,sphingosine 1-phosphate receptor agonist,MoA,Preclinical
154,5843,glutamate receptor antagonist,MoA,Preclinical
2414,5844,glutamate receptor positive allosteric modulator,MoA,Preclinical
251,5845,HDAC inhibitor,MoA,Preclinical
243,5846,orexin receptor antagonist,MoA,Preclinical
289,5847,Pim kinase inhibitor,MoA,Preclinical
32,5848,glycogen synthase kinase inhibitor,MoA,Preclinical
370,5849,JAK inhibitor,MoA,Preclinical
1263,5850,integrin inhibitor,MoA,Preclinical
897,5850,integrin inhibitor,MoA,Preclinical
1451,5851,G protein-coupled receptor agonist,MoA,Preclinical
128,5852,FLT3 inhibitor,MoA,Preclinical
67,5853,transient receptor potential channel antagonist,MoA,Preclinical
979,5854,beta-secretase inhibitor,MoA,Preclinical
61,5855,acetylcholine receptor agonist,MoA,Preclinical
69,5857,adenosine receptor agonist,MoA,Phase 2
1530,5858,calcium-sensing receptor agonist,MoA,Phase 2
617,5859,histamine receptor antagonist,MoA,Phase 3
14,5860,serotonin receptor partial agonist,MoA,Withdrawn
15,5860,serotonin receptor partial agonist,MoA,Withdrawn
16,5860,serotonin receptor partial agonist,MoA,Withdrawn
490,5860,serotonin receptor partial agonist,MoA,Withdrawn
1306,5861,CC chemokine receptor antagonist,MoA,Preclinical
244,5863,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 2
1235,5864,calcitonin antagonist,MoA,Phase 3
1236,5864,calcitonin antagonist,MoA,Phase 3
73,5865,acetylcholine receptor antagonist,MoA,Phase 3
2706,5873,ATPase inhibitor,MoA,Phase 2
794,5875,cyclooxygenase inhibitor,MoA,Phase 3
174,5875,cyclooxygenase inhibitor,MoA,Phase 3
1286,5878,SIRT inhibitor|TP53 activator,MoA,Preclinical
1286,5879,SIRT inhibitor,MoA,Preclinical
401,5879,SIRT inhibitor,MoA,Preclinical
5880,5879,SIRT inhibitor,MoA,Preclinical
5883,5884,pyruvate kinase isozyme activator,MoA,Preclinical
5885,5886,lipoxygenase inhibitor,MoA,Phase 1/Phase 2
512,5886,lipoxygenase inhibitor,MoA,Phase 1/Phase 2
97,5890,histamine receptor antagonist,MoA,Withdrawn
879,5890,histamine receptor antagonist,MoA,Withdrawn
617,5890,histamine receptor antagonist,MoA,Withdrawn
134,5894,Bruton's tyrosine kinase (BTK) inhibitor,MoA,Preclinical
1917,5895,prostanoid receptor antagonist,MoA,Phase 3
1218,5896,insulin sensitizer|PPAR receptor agonist,MoA,Phase 3
200,5896,insulin sensitizer|PPAR receptor agonist,MoA,Phase 3
22,5897,phosphodiesterase inhibitor,MoA,Phase 2
2240,5900,superoxide dismutase inhibitor,MoA,Phase 2/Phase 3
2832,5900,superoxide dismutase inhibitor,MoA,Phase 2/Phase 3
5902,5903,cytidine deaminase inhibitor,MoA,Phase 2
620,5905,calcium channel blocker,MoA,Preclinical
153,5906,glutamate receptor agonist,MoA,Preclinical
154,5906,glutamate receptor agonist,MoA,Preclinical
155,5906,glutamate receptor agonist,MoA,Preclinical
156,5906,glutamate receptor agonist,MoA,Preclinical
157,5906,glutamate receptor agonist,MoA,Preclinical
569,5907,monoamine oxidase inhibitor,MoA,Phase 3
3165,5908,prostaglandin inhibitor,MoA,Preclinical
3668,5909,CLK inhibitor,MoA,Preclinical
4332,5909,CLK inhibitor,MoA,Preclinical
3671,5909,CLK inhibitor,MoA,Preclinical
1059,5909,CLK inhibitor,MoA,Preclinical
512,5910,CDK inhibitor|FLT3 inhibitor|JAK inhibitor,MoA,Phase 1/Phase 2
371,5910,CDK inhibitor|FLT3 inhibitor|JAK inhibitor,MoA,Phase 1/Phase 2
515,5910,CDK inhibitor|FLT3 inhibitor|JAK inhibitor,MoA,Phase 1/Phase 2
517,5910,CDK inhibitor|FLT3 inhibitor|JAK inhibitor,MoA,Phase 1/Phase 2
128,5910,CDK inhibitor|FLT3 inhibitor|JAK inhibitor,MoA,Phase 1/Phase 2
369,5910,CDK inhibitor|FLT3 inhibitor|JAK inhibitor,MoA,Phase 1/Phase 2
244,5911,SRC inhibitor|VEGFR inhibitor,MoA,Preclinical
1054,5911,SRC inhibitor|VEGFR inhibitor,MoA,Preclinical
739,5912,SRC inhibitor|VEGFR inhibitor,MoA,Phase 2
1008,5912,SRC inhibitor|VEGFR inhibitor,MoA,Phase 2
939,5912,SRC inhibitor|VEGFR inhibitor,MoA,Phase 2
940,5912,SRC inhibitor|VEGFR inhibitor,MoA,Phase 2
244,5912,SRC inhibitor|VEGFR inhibitor,MoA,Phase 2
1054,5912,SRC inhibitor|VEGFR inhibitor,MoA,Phase 2
369,5913,JAK inhibitor,MoA,Preclinical
370,5913,JAK inhibitor,MoA,Preclinical
136,5914,PI3K inhibitor,MoA,Preclinical
138,5914,PI3K inhibitor,MoA,Preclinical
474,5915,PI3K inhibitor,MoA,Phase 1/Phase 2
136,5915,PI3K inhibitor,MoA,Phase 1/Phase 2
138,5915,PI3K inhibitor,MoA,Phase 1/Phase 2
476,5915,PI3K inhibitor,MoA,Phase 1/Phase 2
2139,5916,MTH1 inhibitor,MoA,Preclinical
69,5918,phosphodiesterase inhibitor,MoA,Launched
275,5918,phosphodiesterase inhibitor,MoA,Launched
20,5918,phosphodiesterase inhibitor,MoA,Launched
5919,5920,GLCNAC phosphotransferase inhibitor,MoA,Preclinical
100,5931,histamine receptor antagonist,MoA,Preclinical
623,5931,histamine receptor antagonist,MoA,Preclinical
6,5933,dopamine receptor antagonist,MoA,Withdrawn
7,5933,dopamine receptor antagonist,MoA,Withdrawn
8,5933,dopamine receptor antagonist,MoA,Withdrawn
9,5933,dopamine receptor antagonist,MoA,Withdrawn
10,5933,dopamine receptor antagonist,MoA,Withdrawn
97,5933,dopamine receptor antagonist,MoA,Withdrawn
11,5933,dopamine receptor antagonist,MoA,Withdrawn
14,5933,dopamine receptor antagonist,MoA,Withdrawn
16,5933,dopamine receptor antagonist,MoA,Withdrawn
624,5933,dopamine receptor antagonist,MoA,Withdrawn
625,5933,dopamine receptor antagonist,MoA,Withdrawn
3654,5934,membrane metalloendopeptidase inhibitor,MoA,Phase 1
515,5941,CDK inhibitor,MoA,Preclinical
515,5942,CDK inhibitor,MoA,Preclinical
515,5943,CDK inhibitor,MoA,Preclinical
49,5951,AKT inhibitor|TRAIL modulator,MoA,Phase 2
828,5951,AKT inhibitor|TRAIL modulator,MoA,Phase 2
32,5952,glycogen synthase kinase inhibitor,MoA,Phase 2
2191,5953,cytochrome P450 inhibitor|sodium/potassium/chloride transporter inhibitor,MoA,Withdrawn
1056,5953,cytochrome P450 inhibitor|sodium/potassium/chloride transporter inhibitor,MoA,Withdrawn
244,5954,TIE tyrosine kinase inhibitor,MoA,Preclinical
405,5954,TIE tyrosine kinase inhibitor,MoA,Preclinical
192,5955,ATP-sensitive potassium channel agonist,MoA,Phase 1
196,5955,ATP-sensitive potassium channel agonist,MoA,Phase 1
1417,5957,cholesterol inhibitor|lipase clearing factor inhibitor,MoA,Phase 2
99,5959,histamine receptor antagonist,MoA,Phase 2
188,5961,carbonic anhydrase inhibitor,MoA,Preclinical
815,5962,farnesyltransferase inhibitor,MoA,Phase 3
3871,5962,farnesyltransferase inhibitor,MoA,Phase 3
5963,5964,plasminogen activator inhibitor,MoA,Phase 1
165,5965,adrenergic receptor antagonist,MoA,Phase 2
417,5965,adrenergic receptor antagonist,MoA,Phase 2
567,5965,adrenergic receptor antagonist,MoA,Phase 2
167,5966,sodium channel blocker,MoA,Withdrawn
430,5969,tyrosine kinase inhibitor,MoA,Phase 3
2197,5972,cyclophilin inhibitor,MoA,Preclinical
377,5973,methionine aminopeptidase inhibitor,MoA,Phase 2
165,5979,adrenergic receptor antagonist,MoA,Phase 3
417,5979,adrenergic receptor antagonist,MoA,Phase 3
567,5979,adrenergic receptor antagonist,MoA,Phase 3
2694,5983,catechol O methyltransferase inhibitor,MoA,Withdrawn
1084,5984,SRC activator,MoA,Phase 2
1054,5984,SRC activator,MoA,Phase 2
1,5986,adrenergic receptor antagonist,MoA,Launched
2986,5989,aldose reductase inhibitor,MoA,Withdrawn
255,5989,aldose reductase inhibitor,MoA,Withdrawn
5990,5989,aldose reductase inhibitor,MoA,Withdrawn
1816,5993,leukotriene receptor antagonist,MoA,Phase 3
683,5998,cholesteryl ester transfer protein inhibitor,MoA,Phase 3
2639,5999,DNA polymerase inhibitor,MoA,Phase 2
6000,5999,DNA polymerase inhibitor,MoA,Phase 2
781,6002,mTOR inhibitor,MoA,Preclinical
781,6003,mTOR inhibitor,MoA,Preclinical
2853,6004,peptidase inhibitor,MoA,Phase 2
6005,6004,peptidase inhibitor,MoA,Phase 2
6006,6004,peptidase inhibitor,MoA,Phase 2
775,6007,serine/threonine kinase inhibitor,MoA,Phase 1
275,6008,adenosine receptor antagonist,MoA,Phase 3
452,6009,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor,MoA,Phase 2
563,6009,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor,MoA,Phase 2
564,6009,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor,MoA,Phase 2
1283,6009,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor,MoA,Phase 2
79,6010,GABA receptor inverse agonist,MoA,Preclinical
140,6010,GABA receptor inverse agonist,MoA,Preclinical
141,6010,GABA receptor inverse agonist,MoA,Preclinical
142,6010,GABA receptor inverse agonist,MoA,Preclinical
1329,6011,AXL kinase inhibitor,MoA,Phase 1/Phase 2
212,6012,IKK inhibitor,MoA,Preclinical
79,6013,GABA receptor modulator,MoA,Phase 2
853,6014,potassium channel antagonist,MoA,Preclinical
853,6015,calcium-activated potassium channel activator,MoA,Preclinical
1196,6017,beta amyloid protein neurotoxicity inhibitor,MoA,Phase 3
1099,6022,nociceptin/orphanin FQ receptor antagonist|opioid receptor antagonist,MoA,Preclinical
155,6025,glutamate receptor antagonist,MoA,Phase 2
23,6030,phosphodiesterase inhibitor,MoA,Phase 1
1602,6031,DNA replication inhibitor,MoA,Phase 2
1555,6038,ribonucleotide reductase inhibitor,MoA,Phase 2
1886,6038,ribonucleotide reductase inhibitor,MoA,Phase 2
247,6040,HDAC inhibitor,MoA,Phase 1
1143,6040,HDAC inhibitor,MoA,Phase 1
249,6040,HDAC inhibitor,MoA,Phase 1
250,6040,HDAC inhibitor,MoA,Phase 1
1145,6040,HDAC inhibitor,MoA,Phase 1
1146,6040,HDAC inhibitor,MoA,Phase 1
251,6040,HDAC inhibitor,MoA,Phase 1
1147,6040,HDAC inhibitor,MoA,Phase 1
252,6040,HDAC inhibitor,MoA,Phase 1
1148,6040,HDAC inhibitor,MoA,Phase 1
49,6041,AKT inhibitor,MoA,Phase 1/Phase 2
749,6041,AKT inhibitor,MoA,Phase 1/Phase 2
750,6041,AKT inhibitor,MoA,Phase 1/Phase 2
605,6058,dihydrofolate reductase inhibitor,MoA,Phase 3
12,6062,serotonin receptor agonist,MoA,Phase 1
13,6062,serotonin receptor agonist,MoA,Phase 1
213,6063,RNA polymerase inhibitor,MoA,Phase 3
4669,6065,cytokine production inhibitor,MoA,Phase 2
700,6065,cytokine production inhibitor,MoA,Phase 2
672,6065,cytokine production inhibitor,MoA,Phase 2
2190,6066,insulin sensitizer|PPAR receptor agonist,MoA,Withdrawn
200,6066,insulin sensitizer|PPAR receptor agonist,MoA,Withdrawn
1806,6066,insulin sensitizer|PPAR receptor agonist,MoA,Withdrawn
77,6071,serotonin receptor antagonist,MoA,Preclinical
957,6071,serotonin receptor antagonist,MoA,Preclinical
174,6072,cyclooxygenase inhibitor,MoA,Launched
171,6072,cyclooxygenase inhibitor,MoA,Launched
232,6076,bacterial DNA gyrase inhibitor,MoA,Withdrawn
511,6077,opioid receptor agonist,MoA,Phase 3
2706,6078,cyclooxygenase inhibitor,MoA,Preclinical
124,6082,retinoid receptor agonist,MoA,Phase 1
118,6082,retinoid receptor agonist,MoA,Phase 1
222,6082,retinoid receptor agonist,MoA,Phase 1
2173,6083,casein kinase inhibitor,MoA,Preclinical
251,6084,HDAC inhibitor,MoA,Preclinical
348,6087,EGFR inhibitor,MoA,Phase 3
483,6088,free fatty acid receptor agonist,MoA,Preclinical
389,6089,free fatty acid receptor agonist,MoA,Preclinical
110,6091,BCL inhibitor,MoA,Preclinical
112,6091,BCL inhibitor,MoA,Preclinical
1292,6091,BCL inhibitor,MoA,Preclinical
32,6092,glycogen synthase kinase inhibitor,MoA,Preclinical
827,6092,glycogen synthase kinase inhibitor,MoA,Preclinical
6093,6092,glycogen synthase kinase inhibitor,MoA,Preclinical
2215,6094,sphingosine 1-phosphate receptor antagonist,MoA,Preclinical
128,6095,FLT3 inhibitor,MoA,Preclinical
