FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,Relation_Context_DiseaseArea,Relation_Context_Indication
644,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
615,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
3036,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
2562,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
2563,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
2564,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
2565,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
2471,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
5642,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
423,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
1545,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
460,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
5643,5641,mineralocorticoid receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology|rheumatology,hyperaldosteronism|congestive heart failure|hepatic cirrhosis|nephrotic syndrome|hypertension|hypokalemia
141,5679,GABA uptake inhibitor,MoA,Launched,neurology/psychiatry,epilepsy
1530,5681,bone formation stimulant|bone resorption inhibitor,MoA,Launched,orthopedics|rheumatology,osteoporosis|osteoarthritis
605,5710,dihydrofolate reductase inhibitor,MoA,Launched,infectious disease,urinary tract infections
658,5711,carbonic anhydrase inhibitor,MoA,Launched,infectious disease,vulvovaginal candidiasis
2191,5711,carbonic anhydrase inhibitor,MoA,Launched,infectious disease,vulvovaginal candidiasis
1820,5711,carbonic anhydrase inhibitor,MoA,Launched,infectious disease,vulvovaginal candidiasis
3557,5711,carbonic anhydrase inhibitor,MoA,Launched,infectious disease,vulvovaginal candidiasis
421,5711,carbonic anhydrase inhibitor,MoA,Launched,infectious disease,vulvovaginal candidiasis
4422,5712,dihydropteroate synthetase inhibitor,MoA,Launched,infectious disease,urinary tract infections
1786,5713,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis
403,5713,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis
210,5713,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis
212,5713,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis
1770,5713,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis
200,5713,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis
174,5713,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis
171,5713,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis
607,5713,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis
214,5713,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis
2342,5713,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis
1172,5714,uricosuric blocker,MoA,Launched,rheumatology,gout
2196,5714,uricosuric blocker,MoA,Launched,rheumatology,gout
3914,5714,uricosuric blocker,MoA,Launched,rheumatology,gout
255,5716,cyclooxygenase inhibitor,MoA,Launched,rheumatology,osteoarthritis|rheumatoid arthritis|ankylosing spondylitis
215,5717,gastrin inhibitor,MoA,Launched,gastroenterology,peptic ulcer disease (PUD)
11,5720,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
12,5720,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
13,5720,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
488,5720,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
489,5720,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
17,5720,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
624,5720,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
625,5720,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache
126,5724,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
1008,5724,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
939,5724,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
128,5724,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
940,5724,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
244,5724,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
129,5724,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
130,5724,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
131,5724,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
741,5724,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,MoA,Launched,oncology,gastrointestinal stromal tumors (GIST)|renal cell carcinoma (RCC)|neuroendocrine tumors of pancreatic origin (PNET)
813,5726,DNA synthesis inhibitor,MoA,Launched,infectious disease,African trypanosomiasis|onchocerciasis
5727,5726,DNA synthesis inhibitor,MoA,Launched,infectious disease,African trypanosomiasis|onchocerciasis
321,5726,DNA synthesis inhibitor,MoA,Launched,infectious disease,African trypanosomiasis|onchocerciasis
322,5726,DNA synthesis inhibitor,MoA,Launched,infectious disease,African trypanosomiasis|onchocerciasis
323,5726,DNA synthesis inhibitor,MoA,Launched,infectious disease,African trypanosomiasis|onchocerciasis
324,5726,DNA synthesis inhibitor,MoA,Launched,infectious disease,African trypanosomiasis|onchocerciasis
2443,5726,DNA synthesis inhibitor,MoA,Launched,infectious disease,African trypanosomiasis|onchocerciasis
326,5726,DNA synthesis inhibitor,MoA,Launched,infectious disease,African trypanosomiasis|onchocerciasis
327,5726,DNA synthesis inhibitor,MoA,Launched,infectious disease,African trypanosomiasis|onchocerciasis
4511,5726,DNA synthesis inhibitor,MoA,Launched,infectious disease,African trypanosomiasis|onchocerciasis
45,5739,adrenergic receptor agonist,MoA,Launched,otolaryngology,sinusitis
441,5752,vitamin D receptor agonist,MoA,Launched,dermatology,psoriasis|chapped lips
205,5754,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,Alzheimer's disease
759,5754,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,Alzheimer's disease
856,5755,calcineurin inhibitor,MoA,Launched,transplant,organ rejection
1516,5756,phosphodiesterase inhibitor,MoA,Launched,urology,erectile dysfunction
23,5756,phosphodiesterase inhibitor,MoA,Launched,urology,erectile dysfunction
5757,5758,transthyretin amyloid inhibitor,MoA,Launched,neurology/psychiatry,familial amyloid polyneuropathy (FAP)
1254,5759,prostaglandin inhibitor,MoA,Launched,ophthalmology,glaucoma|ocular hypertension
122,5775,PARP inhibitor,MoA,Launched,oncology,breast cancer
165,5776,adrenergic receptor antagonist,MoA,Launched,cardiology,hypertension
1,5777,adrenergic receptor agonist|dopamine receptor agonist,MoA,Launched,infectious disease,genitial herpes
7,5777,adrenergic receptor agonist|dopamine receptor agonist,MoA,Launched,infectious disease,genitial herpes
77,5777,adrenergic receptor agonist|dopamine receptor agonist,MoA,Launched,infectious disease,genitial herpes
1506,5780,cyclooxygenase inhibitor,MoA,Launched,neurology/psychiatry,pain relief
5113,5782,thyrotropin releasing hormone receptor agonist,MoA,Launched,neurology/psychiatry,spinocerebellar ataxia
124,5783,retinoid receptor agonist,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
118,5783,retinoid receptor agonist,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
5784,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
354,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
116,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
2784,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
1284,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
1699,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
358,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
359,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
2702,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
919,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
360,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
361,5785,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
45,5786,adrenergic receptor antagonist,MoA,Launched,urology,benign prostatic hyperplasia (BPH)
47,5786,adrenergic receptor antagonist,MoA,Launched,urology,benign prostatic hyperplasia (BPH)
48,5786,adrenergic receptor antagonist,MoA,Launched,urology,benign prostatic hyperplasia (BPH)
11,5788,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,generalized anxiety disorder (GAD)|dysthymic disorder
2596,5792,PARG inhibitor,MoA,Launched,gastroenterology,constipation
387,5802,melatonin receptor agonist,MoA,Launched,neurology/psychiatry,Non-24-Hour Sleep-Wake Disorder
388,5802,melatonin receptor agonist,MoA,Launched,neurology/psychiatry,Non-24-Hour Sleep-Wake Disorder
124,5807,retinoid receptor agonist,MoA,Launched,dermatology,cosmetic|sunscreen lotion
118,5807,retinoid receptor agonist,MoA,Launched,dermatology,cosmetic|sunscreen lotion
222,5807,retinoid receptor agonist,MoA,Launched,dermatology,cosmetic|sunscreen lotion
225,5807,retinoid receptor agonist,MoA,Launched,dermatology,cosmetic|sunscreen lotion
519,5856,bacterial cell wall synthesis inhibitor,MoA,Launched,infectious disease|otolaryngology,pneumonia|otitis
1347,5862,HCV inhibitor,MoA,Launched,infectious disease,hepatitis C
460,5862,HCV inhibitor,MoA,Launched,infectious disease,hepatitis C
1160,5866,bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor,MoA,Launched,infectious disease,pneumonia
1820,5866,bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor,MoA,Launched,infectious disease,pneumonia
421,5866,bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor,MoA,Launched,infectious disease,pneumonia
1938,5866,bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor,MoA,Launched,infectious disease,pneumonia
1939,5866,bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor,MoA,Launched,infectious disease,pneumonia
1047,5867,angiotensin receptor antagonist,MoA,Launched,cardiology,hypertension
200,5867,angiotensin receptor antagonist,MoA,Launched,cardiology,hypertension
2880,5868,tryptophan hydroxylase inhibitor,MoA,Launched,gastroenterology,diarrhea
2880,5869,tryptophan hydroxylase inhibitor,MoA,Launched,gastroenterology,diarrhea
407,5870,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology|nephrology,hypertension|congestive heart failure|diabetic nephropathy|coronary artery disease (CAD)
3763,5871,DNA alkylating agent,MoA,Launched,oncology,glioblastoma|astrocytoma
781,5872,mTOR inhibitor,MoA,Launched,oncology,renal cell carcinoma (RCC)
469,5874,dipeptidyl peptidase inhibitor,MoA,Launched,endocrinology,diabetes mellitus
232,5876,topoisomerase inhibitor,MoA,Launched,hematologic malignancy,acute lymphoblastic leukemia (ALL)
656,5876,topoisomerase inhibitor,MoA,Launched,hematologic malignancy,acute lymphoblastic leukemia (ALL)
1160,5877,nucleoside reverse transcriptase inhibitor,MoA,Launched,infectious disease,human immunodeficiency virus (HIV-1)|hepatitis B
174,5881,cyclooxygenase inhibitor,MoA,Launched,rheumatology|orthopedics,rheumatoid arthritis|osteoarthritis|ankylosing spondylitis|tendinitis|bursitis|periarthritis
171,5881,cyclooxygenase inhibitor,MoA,Launched,rheumatology|orthopedics,rheumatoid arthritis|osteoarthritis|ankylosing spondylitis|tendinitis|bursitis|periarthritis
403,5882,cyclooxygenase inhibitor|lipoxygenase inhibitor,MoA,Launched,rheumatology|orthopedics,rheumatoid arthritis|hip dysplasia
45,5887,adrenergic receptor antagonist,MoA,Launched,urology|cardiology,benign prostatic hyperplasia (BPH)|hypertension
47,5887,adrenergic receptor antagonist,MoA,Launched,urology|cardiology,benign prostatic hyperplasia (BPH)|hypertension
48,5887,adrenergic receptor antagonist,MoA,Launched,urology|cardiology,benign prostatic hyperplasia (BPH)|hypertension
1468,5888,fungal squalene epoxidase inhibitor,MoA,Launched,infectious disease,tinea pedis|tinea cruris|tinea corporis
417,5889,adrenergic receptor agonist,MoA,Launched,pulmonary,bronchospasm|bronchitis|emphysema
45,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
1,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
3,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
4,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
7,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
8,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
9,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
11,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
12,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
13,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
14,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
15,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
16,5891,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
1404,5892,dihydroorotate dehydrogenase inhibitor,MoA,Launched,neurology/psychiatry,multiple sclerosis
71,5893,vasopressin receptor agonist,MoA,Launched,cardiology,hypotension
3661,5898,vesicular monoamine transporter inhibitor,MoA,Launched,infectious disease|neurology/psychiatry,cholera|Huntington's disease
2389,5898,vesicular monoamine transporter inhibitor,MoA,Launched,infectious disease|neurology/psychiatry,cholera|Huntington's disease
55,5899,membrane integrity inhibitor,MoA,Launched,neurology/psychiatry,anesthetic
443,5899,membrane integrity inhibitor,MoA,Launched,neurology/psychiatry,anesthetic
444,5899,membrane integrity inhibitor,MoA,Launched,neurology/psychiatry,anesthetic
445,5899,membrane integrity inhibitor,MoA,Launched,neurology/psychiatry,anesthetic
446,5899,membrane integrity inhibitor,MoA,Launched,neurology/psychiatry,anesthetic
447,5899,membrane integrity inhibitor,MoA,Launched,neurology/psychiatry,anesthetic
167,5899,membrane integrity inhibitor,MoA,Launched,neurology/psychiatry,anesthetic
448,5899,membrane integrity inhibitor,MoA,Launched,neurology/psychiatry,anesthetic
449,5899,membrane integrity inhibitor,MoA,Launched,neurology/psychiatry,anesthetic
450,5899,membrane integrity inhibitor,MoA,Launched,neurology/psychiatry,anesthetic
572,5904,immunostimulant,MoA,Launched,infectious disease,gastrointestinal parasites
59,5904,immunostimulant,MoA,Launched,infectious disease,gastrointestinal parasites
672,5917,tumor necrosis factor production inhibitor,MoA,Launched,oncology,myeloma
5921,5922,vitamin B,MoA,Launched,metabolism,thiamine deficiency
3764,5922,vitamin B,MoA,Launched,metabolism,thiamine deficiency
5923,5922,vitamin B,MoA,Launched,metabolism,thiamine deficiency
79,5924,glutamate receptor antagonist,MoA,Launched,neurology/psychiatry,sedative
6,5925,dopamine receptor antagonist,MoA,Launched,gastroenterology,nausea
7,5925,dopamine receptor antagonist,MoA,Launched,gastroenterology,nausea
9,5925,dopamine receptor antagonist,MoA,Launched,gastroenterology,nausea
79,5926,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,muscle relaxant
145,5926,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,muscle relaxant
149,5926,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,muscle relaxant
690,5926,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,muscle relaxant
996,5926,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,muscle relaxant
205,5927,reducing agent,MoA,Launched,nephrology,diabetic nephropathy
171,5927,reducing agent,MoA,Launched,nephrology,diabetic nephropathy
612,5928,purine antagonist,MoA,Launched,hematologic malignancy,acute myeloid leukemia (AML)
936,5928,purine antagonist,MoA,Launched,hematologic malignancy,acute myeloid leukemia (AML)
5686,5929,other antibiotic,MoA,Launched,infectious disease,preservative
528,5930,GABA receptor antagonist,MoA,Launched,neurology/psychiatry,anesthetic
45,5932,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
47,5932,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
6,5932,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
7,5932,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
11,5932,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
14,5932,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
5935,5936,FOXM1 inhibitor|protein synthesis inhibitor,MoA,Launched,obstetrics/gynecology,mastitis
832,5937,cytochrome P450 inhibitor,MoA,Launched,oncology,breast cancer|ovarian cancer|bladder cancer
421,5937,cytochrome P450 inhibitor,MoA,Launched,oncology,breast cancer|ovarian cancer|bladder cancer
6,5938,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
7,5938,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
97,5938,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
14,5938,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
67,5940,GABA receptor positive allosteric modulator,MoA,Launched,infectious disease,ringworm|antiseptic
1784,5944,GABA uptake inhibitor,MoA,Launched,neurology/psychiatry,seizures
339,5945,selective serotonin reuptake enhancer (SSRE),MoA,Launched,neurology/psychiatry|pulmonary|gastroenterology,depression|asthma|irritable bowel syndrome
510,5945,selective serotonin reuptake enhancer (SSRE),MoA,Launched,neurology/psychiatry|pulmonary|gastroenterology,depression|asthma|irritable bowel syndrome
511,5945,selective serotonin reuptake enhancer (SSRE),MoA,Launched,neurology/psychiatry|pulmonary|gastroenterology,depression|asthma|irritable bowel syndrome
7,5946,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,dyskinesia|abstinence from alcohol|psychosis
8,5946,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,dyskinesia|abstinence from alcohol|psychosis
171,5947,cyclooxygenase inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis
354,5948,androgen receptor agonist|estrogen receptor agonist|progesterone receptor agonist,MoA,Launched,obstetrics/gynecology,endometriosis
966,5949,purinergic receptor antagonist,MoA,Launched,cardiology,acute coronary syndrome (ACS)|myocardial infarction
966,5950,purinergic receptor antagonist,MoA,Launched,hematology|neurology/psychiatry,thrombosis|stroke
431,5956,bone resorption inhibitor|osteoclast inhibitor,MoA,Launched,orthopedics,navicular syndrome
1112,5956,bone resorption inhibitor|osteoclast inhibitor,MoA,Launched,orthopedics,navicular syndrome
1280,5956,bone resorption inhibitor|osteoclast inhibitor,MoA,Launched,orthopedics,navicular syndrome
165,5958,adrenergic receptor antagonist,MoA,Launched,ophthalmology,ocular hypertension|glaucoma
417,5958,adrenergic receptor antagonist,MoA,Launched,ophthalmology,ocular hypertension|glaucoma
73,5960,acetylcholine receptor antagonist,MoA,Launched,pulmonary,chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema
74,5960,acetylcholine receptor antagonist,MoA,Launched,pulmonary,chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema
75,5960,acetylcholine receptor antagonist,MoA,Launched,pulmonary,chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema
3947,5967,thyroid hormone stimulant,MoA,Launched,endocrinology,Refetoff syndrome
3949,5967,thyroid hormone stimulant,MoA,Launched,endocrinology,Refetoff syndrome
2573,5968,platelet aggregation inhibitor|structural glycoprotein antagonist,MoA,Launched,cardiology,myocardial infarction|refactory angina
898,5968,platelet aggregation inhibitor|structural glycoprotein antagonist,MoA,Launched,cardiology,myocardial infarction|refactory angina
939,5970,VEGFR inhibitor,MoA,Launched,oncology,renal cell carcinoma (RCC)
940,5970,VEGFR inhibitor,MoA,Launched,oncology,renal cell carcinoma (RCC)
244,5970,VEGFR inhibitor,MoA,Launched,oncology,renal cell carcinoma (RCC)
129,5970,VEGFR inhibitor,MoA,Launched,oncology,renal cell carcinoma (RCC)
130,5970,VEGFR inhibitor,MoA,Launched,oncology,renal cell carcinoma (RCC)
131,5970,VEGFR inhibitor,MoA,Launched,oncology,renal cell carcinoma (RCC)
1,5971,adrenergic receptor agonist,MoA,Launched,neurology/psychiatry,spasms
3,5971,adrenergic receptor agonist,MoA,Launched,neurology/psychiatry,spasms
4,5971,adrenergic receptor agonist,MoA,Launched,neurology/psychiatry,spasms
382,5971,adrenergic receptor agonist,MoA,Launched,neurology/psychiatry,spasms
167,5974,sodium channel blocker,MoA,Launched,cardiology,cardiac arrythmia
939,5975,protein tyrosine kinase inhibitor,MoA,Launched,oncology,cutaneous mast cell tumors
128,5975,protein tyrosine kinase inhibitor,MoA,Launched,oncology,cutaneous mast cell tumors
244,5975,protein tyrosine kinase inhibitor,MoA,Launched,oncology,cutaneous mast cell tumors
130,5975,protein tyrosine kinase inhibitor,MoA,Launched,oncology,cutaneous mast cell tumors
131,5975,protein tyrosine kinase inhibitor,MoA,Launched,oncology,cutaneous mast cell tumors
969,5976,JAK inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis
369,5976,JAK inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis
370,5976,JAK inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis
421,5977,cytochrome P450 inhibitor|phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,anxiety|abstinence from alcohol
3121,5978,sodium/glucose cotransporter inhibitor,MoA,Launched,endocrinology,diabetes mellitus
192,5980,ATP channel blocker,MoA,Launched,endocrinology,diabetes mellitus
194,5980,ATP channel blocker,MoA,Launched,endocrinology,diabetes mellitus
195,5980,ATP channel blocker,MoA,Launched,endocrinology,diabetes mellitus
196,5980,ATP channel blocker,MoA,Launched,endocrinology,diabetes mellitus
45,5981,adrenergic receptor antagonist,MoA,Launched,neurology/psychiatry,reverse sedative
1,5981,adrenergic receptor antagonist,MoA,Launched,neurology/psychiatry,reverse sedative
3,5981,adrenergic receptor antagonist,MoA,Launched,neurology/psychiatry,reverse sedative
4,5981,adrenergic receptor antagonist,MoA,Launched,neurology/psychiatry,reverse sedative
97,5981,adrenergic receptor antagonist,MoA,Launched,neurology/psychiatry,reverse sedative
99,5981,adrenergic receptor antagonist,MoA,Launched,neurology/psychiatry,reverse sedative
192,5982,ATP channel blocker,MoA,Launched,endocrinology,diabetes mellitus
194,5982,ATP channel blocker,MoA,Launched,endocrinology,diabetes mellitus
196,5982,ATP channel blocker,MoA,Launched,endocrinology,diabetes mellitus
2141,5982,ATP channel blocker,MoA,Launched,endocrinology,diabetes mellitus
174,5985,cyclooxygenase inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis|osteoarthritis
171,5985,cyclooxygenase inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis|osteoarthritis
569,5987,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression
1248,5987,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression
