Id,Name,Type,VectorableProperty
18226,Total Lipids In Small Vldl,Phenotype,Total Lipids In Small Vldl
18229,C3A Anaphylatoxin Levels,Phenotype,C3A Anaphylatoxin Levels
18231,Proteasome Activator Complex Subunit 1 Levels,Phenotype,Proteasome Activator Complex Subunit 1 Levels
18233,Phospholipids In Chylomicrons And Extremely Large Vldl (Ukb Data Field 23483),Phenotype,Phospholipids In Chylomicrons And Extremely Large Vldl (Ukb Data Field 23483)
18235,Human Milk Oligosaccharide Concentration (Disialyllacto-N-Hexaose),Phenotype,Human Milk Oligosaccharide Concentration (Disialyllacto-N-Hexaose)
18238,Arthritis (Juvenile Idiopathic),Phenotype,Arthritis (Juvenile Idiopathic)
18240,Glycosphingolipids (D42:2) Levels,Phenotype,Glycosphingolipids (D42:2) Levels
18244,Bipolar I Disorder,Phenotype,Bipolar I Disorder
18246,Life Satisfaction,Phenotype,Life Satisfaction
18248,Relative Protein Intake,Phenotype,Relative Protein Intake
18250,Phospholipids In Idl (Ukb Data Field 23525),Phenotype,Phospholipids In Idl (Ukb Data Field 23525)
18252,Triacylglycerol 56:6 Levels,Phenotype,Triacylglycerol 56:6 Levels
18255,Baseline Memory In Normal Cognition,Phenotype,Baseline Memory In Normal Cognition
18257,Fasting Total Lipids In Large Vldl,Phenotype,Fasting Total Lipids In Large Vldl
18260,Alzheimer'S Disease Or Hdl Levels (Pleiotropy),Phenotype,Alzheimer'S Disease Or Hdl Levels (Pleiotropy)
18262,Crohn'S Disease Or Leprosy (Opposite Effect),Phenotype,Crohn'S Disease Or Leprosy (Opposite Effect)
18266,Serum Levels Of Protein Prss57,Phenotype,Serum Levels Of Protein Prss57
18268,Cervical Cancer (Mtag),Phenotype,Cervical Cancer (Mtag)
18271,Cholesterol To Total Lipids In Large Ldl Percentage (Ukb Data Field 23615),Phenotype,Cholesterol To Total Lipids In Large Ldl Percentage (Ukb Data Field 23615)
18273,Monocyte Percentage Of White Cells,Phenotype,Monocyte Percentage Of White Cells
18275,Post-Traumatic Stress Disorder Symptom Severity (Hyperarousal),Phenotype,Post-Traumatic Stress Disorder Symptom Severity (Hyperarousal)
18277,Triglyceride Levels In Idl,Phenotype,Triglyceride Levels In Idl
18281,Baseline Memory In Normal Cognition X Sex Interaction,Phenotype,Baseline Memory In Normal Cognition X Sex Interaction
18283,Triglycerides In Very Small Vldl (Ukb Data Field 23522),Phenotype,Triglycerides In Very Small Vldl (Ukb Data Field 23522)
18285,Mitochondrial Dna Copy Number (Adjusted),Phenotype,Mitochondrial Dna Copy Number (Adjusted)
18289,Memory Decline In Normal Cognition X Sex Interaction,Phenotype,Memory Decline In Normal Cognition X Sex Interaction
18291,Plasma Letrozole Concentrations In Letrozole Treated Hormone-Receptor-Positive Breast Cancer,Phenotype,Plasma Letrozole Concentrations In Letrozole Treated Hormone-Receptor-Positive Breast Cancer
18293,Carotid Intima Media Thickness (Maximum),Phenotype,Carotid Intima Media Thickness (Maximum)
18295,Adenylyltransferase And Sulfurtransferase Mocs3 Levels,Phenotype,Adenylyltransferase And Sulfurtransferase Mocs3 Levels
18297,Medium Chain Acylcarnitines Levels (Dominant Genetic Model),Phenotype,Medium Chain Acylcarnitines Levels (Dominant Genetic Model)
18302,Triglycerides In Large Ldl,Phenotype,Triglycerides In Large Ldl
18304,Serum Galactose-Deficient Iga1 Levels In Iga Nephropathy,Phenotype,Serum Galactose-Deficient Iga1 Levels In Iga Nephropathy
18308,Intake Of Total Sugars,Phenotype,Intake Of Total Sugars
18311,Average Diameter For Vldl Particles (Ukb Data Field 23431),Phenotype,Average Diameter For Vldl Particles (Ukb Data Field 23431)
18315,Myeloid-Derived Growth Factor Levels,Phenotype,Myeloid-Derived Growth Factor Levels
18317,Ldl-Cholesterol Level In Antipsychotic-Treated Schizophrenia (6-Week),Phenotype,Ldl-Cholesterol Level In Antipsychotic-Treated Schizophrenia (6-Week)
18320,1-Stearoyl-2-Arachidonoyl-Gpe (18:0/20:4) Levels In Elite Athletes,Phenotype,1-Stearoyl-2-Arachidonoyl-Gpe (18:0/20:4) Levels In Elite Athletes
18325,Daytime Nap,Phenotype,Daytime Nap
18328,S-6-Hydroxywarfarin Levels,Phenotype,S-6-Hydroxywarfarin Levels
18331,Positive Affect,Phenotype,Positive Affect
18333,Docosahexaenoic Acid Levels,Phenotype,Docosahexaenoic Acid Levels
18337,Vldl Cholesterol Levels,Phenotype,Vldl Cholesterol Levels
18338,Chronic Sputum Production,Phenotype,Chronic Sputum Production
18341,Apolipoprotein A Levels (Adjusted For Bmi) X Vegetarianism Interaction,Phenotype,Apolipoprotein A Levels (Adjusted For Bmi) X Vegetarianism Interaction
18344,Cholesterol To Total Lipids Ratio In Large Vldl,Phenotype,Cholesterol To Total Lipids Ratio In Large Vldl
18347,Cardiac Mri Latent Space,Phenotype,Cardiac Mri Latent Space
18352,Tyrosine-Protein Kinase Receptor Tie-1-- Soluble Levels (Tie1.2844.53.2),Phenotype,Tyrosine-Protein Kinase Receptor Tie-1-- Soluble Levels (Tie1.2844.53.2)
18358,Migraine - Clinic-Based,Phenotype,Migraine - Clinic-Based
18360,Serum Total Cholesterol Levels,Phenotype,Serum Total Cholesterol Levels
18361,Neurogenic Locus Notch Homolog Protein 1 Levels (Notch1.5107.7.2),Phenotype,Neurogenic Locus Notch Homolog Protein 1 Levels (Notch1.5107.7.2)
18363,Whole Body Fat Mass (Ukb Data Field 23100),Phenotype,Whole Body Fat Mass (Ukb Data Field 23100)
18366,Visceral Adipose Tissue/Subcutaneous Adipose Tissue Ratio,Phenotype,Visceral Adipose Tissue/Subcutaneous Adipose Tissue Ratio
18370,Mesd/Serpinb1 Protein Level Ratio,Phenotype,Mesd/Serpinb1 Protein Level Ratio
18373,Change In Working Memory In Pediatric Cns Tumors Treated With Craniospinal Irradiation,Phenotype,Change In Working Memory In Pediatric Cns Tumors Treated With Craniospinal Irradiation
18379,Cholesterol In Very Large Hdl (Ukb Data Field 23554),Phenotype,Cholesterol In Very Large Hdl (Ukb Data Field 23554)
18382,Soluble Urokinase Plasminogen Activator Receptor Levels,Phenotype,Soluble Urokinase Plasminogen Activator Receptor Levels
18386,Cognitive Performance (Processing Speed),Phenotype,Cognitive Performance (Processing Speed)
18394,Anti-Thyroid Peroxidase (Tpoab) And Anti-Thyroglobulin (Tgab) Levels In Hashimoto'S Thyroiditis,Phenotype,Anti-Thyroid Peroxidase (Tpoab) And Anti-Thyroglobulin (Tgab) Levels In Hashimoto'S Thyroiditis
18396,Gut Microbiota (Bacterial Taxa-- Hurdle Binary Method),Phenotype,Gut Microbiota (Bacterial Taxa-- Hurdle Binary Method)
18399,Pediatric Autoimmune Diseases,Phenotype,Pediatric Autoimmune Diseases
18401,Glaucoma (Primary Angle Closure),Phenotype,Glaucoma (Primary Angle Closure)
18407,Medication Use (Hmg Coa Reductase Inhibitors),Phenotype,Medication Use (Hmg Coa Reductase Inhibitors)
18412,Cholesterol Esters In Medium Hdl,Phenotype,Cholesterol Esters In Medium Hdl
18414,Total Sitosterol,Phenotype,Total Sitosterol
18417,Total Cholesterol To Total Lipids Ratio In Small Vldl,Phenotype,Total Cholesterol To Total Lipids Ratio In Small Vldl
18418,Heart Failure (Multivariate Analysis),Phenotype,Heart Failure (Multivariate Analysis)
18420,Mitochondrial Dna Copy Number (Raw),Phenotype,Mitochondrial Dna Copy Number (Raw)
18423,Periodontal Microbiota,Phenotype,Periodontal Microbiota
18425,Granulocyte Count,Phenotype,Granulocyte Count
18427,Iris Heterochromicity,Phenotype,Iris Heterochromicity
18430,Anxiety X Caesarean-Section Interaction,Phenotype,Anxiety X Caesarean-Section Interaction
18432,Benign Prostatic Hyperplasia And Lower Urinary Tract Symptoms,Phenotype,Benign Prostatic Hyperplasia And Lower Urinary Tract Symptoms
18434,Cerebrospinal Fluid (N(1) + N(8))-Acetylspermidine Levels,Phenotype,Cerebrospinal Fluid (N(1) + N(8))-Acetylspermidine Levels
18436,Severe Autoimmune Type 2 Diabetes,Phenotype,Severe Autoimmune Type 2 Diabetes
18439,Fasting Blood Insulin (Bmi Interaction),Phenotype,Fasting Blood Insulin (Bmi Interaction)
18441,Reticulocyte Production Index,Phenotype,Reticulocyte Production Index
18443,Headache,Phenotype,Headache
18445,Delta Of The Red Cell Haemoglobins,Phenotype,Delta Of The Red Cell Haemoglobins
18447,Cognitive Aspects Of Educational Attainment,Phenotype,Cognitive Aspects Of Educational Attainment
18449,Random Glucose Levels,Phenotype,Random Glucose Levels
18450,Polyunsaturated Fatty Acid Levels,Phenotype,Polyunsaturated Fatty Acid Levels
18453,Total Protein Levels X Insomnia Interaction,Phenotype,Total Protein Levels X Insomnia Interaction
18457,Acute Graft-Versus-Host Disease (Stage 3 To 4) (Recipient Effect),Phenotype,Acute Graft-Versus-Host Disease (Stage 3 To 4) (Recipient Effect)
18459,Response To Antipsychotic Treatment,Phenotype,Response To Antipsychotic Treatment
18461,Cholelithiasis,Phenotype,Cholelithiasis
18463,Glucocorticoid-Induced Osteonecrosis,Phenotype,Glucocorticoid-Induced Osteonecrosis
18467,Smoking Initiation (Mtag),Phenotype,Smoking Initiation (Mtag)
18472,Nonsyndromic Cleft Lip With Or Without Cleft Palate,Phenotype,Nonsyndromic Cleft Lip With Or Without Cleft Palate
18474,Acute Lymphoblastic Leukemia (Adolescents And Young Adults),Phenotype,Acute Lymphoblastic Leukemia (Adolescents And Young Adults)
18476,Optic Nerve Measurement (Disc Area),Phenotype,Optic Nerve Measurement (Disc Area)
18478,Glucocorticoid Receptor Gene Expression In B-Cell Precursor Acute Lymphoblastic Leukaemia,Phenotype,Glucocorticoid Receptor Gene Expression In B-Cell Precursor Acute Lymphoblastic Leukaemia
18481,4-Ethylphenylsulfate Levels,Phenotype,4-Ethylphenylsulfate Levels
18483,Weight,Phenotype,Weight
18486,Total Amyloid (Snp X Snp Interaction),Phenotype,Total Amyloid (Snp X Snp Interaction)
18491,Early Cardiac Repolarization,Phenotype,Early Cardiac Repolarization
18493,Blood Pressure,Phenotype,Blood Pressure
18495,Total Fatty Acid Levels,Phenotype,Total Fatty Acid Levels
18497,Serum Levels Of Protein Il15Ra,Phenotype,Serum Levels Of Protein Il15Ra
18499,Non-Lobar Intracerebral Hemorrhage (Mtag),Phenotype,Non-Lobar Intracerebral Hemorrhage (Mtag)
18504,Dkk1/Sdc4 Protein Level Ratio,Phenotype,Dkk1/Sdc4 Protein Level Ratio
18506,Airway Wall Thickness,Phenotype,Airway Wall Thickness
18518,Nonatopic Asthma,Phenotype,Nonatopic Asthma
18522,Hdl-Cholesterol Level In Antipsychotic-Treated Schizophrenia (4-Week),Phenotype,Hdl-Cholesterol Level In Antipsychotic-Treated Schizophrenia (4-Week)
18526,Environmental Pollutants Exposure (Expo Low),Phenotype,Environmental Pollutants Exposure (Expo Low)
18528,Metabolonic Lactone Sulfate (X-12063) Levels,Phenotype,Metabolonic Lactone Sulfate (X-12063) Levels
18532,Lysophosphatidylcholine (19:0) (A) [Sn1] [104_Sn1] Levels,Phenotype,Lysophosphatidylcholine (19:0) (A) [Sn1] [104_Sn1] Levels
18534,Hepcidin/Ferritin Ratio,Phenotype,Hepcidin/Ferritin Ratio
18536,Pizza Liking,Phenotype,Pizza Liking
18539,Acute Lymphoblastic Leukemia (Childhood),Phenotype,Acute Lymphoblastic Leukemia (Childhood)
18543,Neuritic Plaques (Snp X Snp Interaction),Phenotype,Neuritic Plaques (Snp X Snp Interaction)
18545,Cholesterol Levels In Large Hdl,Phenotype,Cholesterol Levels In Large Hdl
18547,Magnesium Levels,Phenotype,Magnesium Levels
18550,Rest Ukbbica Nodeamps25 0013,Phenotype,Rest Ukbbica Nodeamps25 0013
18552,5-Methylthioadenosine (Mta) Levels In Elite Athletes,Phenotype,5-Methylthioadenosine (Mta) Levels In Elite Athletes
18562,Total Cholesterol To Total Lipids Ratio In Large Hdl,Phenotype,Total Cholesterol To Total Lipids Ratio In Large Hdl
18571,Never Eat Sugar Vs No Sugar Restrictions (Ukb Data Field 6144),Phenotype,Never Eat Sugar Vs No Sugar Restrictions (Ukb Data Field 6144)
18572,Axin1/Srpk2 Protein Level Ratio,Phenotype,Axin1/Srpk2 Protein Level Ratio
18573,Granulysin Levels,Phenotype,Granulysin Levels
18576,1-Methylhistidine Levels In Elite Athletes,Phenotype,1-Methylhistidine Levels In Elite Athletes
18579,Phosphatidylcholine-O_42:6_[M+Oac]1-/Phosphatidylcholine-P_42:5_[M+Oac]1- Levels,Phenotype,Phosphatidylcholine-O_42:6_[M+Oac]1-/Phosphatidylcholine-P_42:5_[M+Oac]1- Levels
18580,Fatty Acid(20:4)_[M-H]1- Levels,Phenotype,Fatty Acid(20:4)_[M-H]1- Levels
18585,Phosphatidylethanolamine-O_36:5_[M-H]1-/Phosphatidylethanolamine-P_36:4_[M-H]1- Levels,Phenotype,Phosphatidylethanolamine-O_36:5_[M-H]1-/Phosphatidylethanolamine-P_36:4_[M-H]1- Levels
18590,Phosphatidylcholine(32:0)_[M+H]1+/Phosphatidylethanolamine(35:0)_[M+H]1+/Phosphatidate(37:1)_[M+Nh4]1+ Levels,Phenotype,Phosphatidylcholine(32:0)_[M+H]1+/Phosphatidylethanolamine(35:0)_[M+H]1+/Phosphatidate(37:1)_[M+Nh4]1+ Levels
18592,X-21470 Levels,Phenotype,X-21470 Levels
18595,Alkenylphosphatidylethanolamine (P-16:0/20:3) (A) Levels,Phenotype,Alkenylphosphatidylethanolamine (P-16:0/20:3) (A) Levels
18597,Diacylglycerol_38:4_[M+H-H2O]1+ Levels,Phenotype,Diacylglycerol_38:4_[M+H-H2O]1+ Levels
18599,Phosphatidylserine_40:5_[M+H]1+/Phosphatidylglycerol_40:7_[M+Nh4]1+ Levels,Phenotype,Phosphatidylserine_40:5_[M+H]1+/Phosphatidylglycerol_40:7_[M+Nh4]1+ Levels
18601,Exploratory Eye Movement Dysfunction In Schizophrenia (Cognitive Search Score),Phenotype,Exploratory Eye Movement Dysfunction In Schizophrenia (Cognitive Search Score)
18603,Glaucoma (Primary Open-Angle),Phenotype,Glaucoma (Primary Open-Angle)
18605,Colorectal Cancer Or Advanced Adenoma,Phenotype,Colorectal Cancer Or Advanced Adenoma
18608,Major Depressive Disorder And Major Depressive Episode Treated With Electroconvulsive Therapy,Phenotype,Major Depressive Disorder And Major Depressive Episode Treated With Electroconvulsive Therapy
18610,Cholesteryl Esters To Total Lipids In Large Vldl Percentage (Ukb Data Field 23591),Phenotype,Cholesteryl Esters To Total Lipids In Large Vldl Percentage (Ukb Data Field 23591)
18612,Arachidonate (20:4N6) Levels (Elderly Offspring),Phenotype,Arachidonate (20:4N6) Levels (Elderly Offspring)
18615,Sphingomyelin(42:3)_[M+H]1+ Levels,Phenotype,Sphingomyelin(42:3)_[M+H]1+ Levels
18620,Phosphatidylcholine (14:0_20:4) Levels,Phenotype,Phosphatidylcholine (14:0_20:4) Levels
18622,Fatty Acid(22:4)_[M-H]1- Levels,Phenotype,Fatty Acid(22:4)_[M-H]1- Levels
18624,Phosphatidylcholine-2O_32:0_[M+H]1+ Levels,Phenotype,Phosphatidylcholine-2O_32:0_[M+H]1+ Levels
18628,Phosphatidylcholine Diacyl C40:4 Levels,Phenotype,Phosphatidylcholine Diacyl C40:4 Levels
18637,Diacylglycerol (18:1_18:1) Levels,Phenotype,Diacylglycerol (18:1_18:1) Levels
18640,Phosphatidylethanolamine(34:2)_[M+H]1+ Levels,Phenotype,Phosphatidylethanolamine(34:2)_[M+H]1+ Levels
18650,Phospholipid Levels In Large Hdl,Phenotype,Phospholipid Levels In Large Hdl
18652,Response To Tnf Inhibitor In Rheumatoid Arthritis (Change In Tender 28-Joint Count),Phenotype,Response To Tnf Inhibitor In Rheumatoid Arthritis (Change In Tender 28-Joint Count)
18654,Il6 Expression At 6 Weeks In Whole Blood Upon Lps Stimulation In Lyme Borreliosis,Phenotype,Il6 Expression At 6 Weeks In Whole Blood Upon Lps Stimulation In Lyme Borreliosis
18656,Corpus Callosum Mid-Posterior Volume,Phenotype,Corpus Callosum Mid-Posterior Volume
18658,Cholesteryl Ester(20:4)_[M+Nh4]1+ Levels,Phenotype,Cholesteryl Ester(20:4)_[M+Nh4]1+ Levels
18660,Metabolite Peak Levels (Qi7019),Phenotype,Metabolite Peak Levels (Qi7019)
18661,Vaginal Microbiome Metacyc Pathway (Pwy-621|Sucrose Degradation Iii (Sucrose Invertase)),Phenotype,Vaginal Microbiome Metacyc Pathway (Pwy-621|Sucrose Degradation Iii (Sucrose Invertase))
18664,Protein Fam134B Levels,Phenotype,Protein Fam134B Levels
18666,Eosinophil Percentage Of Granulocytes,Phenotype,Eosinophil Percentage Of Granulocytes
18669,Triglycerides To Total Lipids In Very Large Vldl Percentage (Ukb Data Field 23588),Phenotype,Triglycerides To Total Lipids In Very Large Vldl Percentage (Ukb Data Field 23588)
18673,Qrs Duration In Tripanosoma Cruzi Seropositivity,Phenotype,Qrs Duration In Tripanosoma Cruzi Seropositivity
18675,1-(1-Enyl-Stearoyl)-2-Linoleoyl-Gpe (P-18:0/18:2) Levels,Phenotype,1-(1-Enyl-Stearoyl)-2-Linoleoyl-Gpe (P-18:0/18:2) Levels
18678,Icd10 J30: Vasomotor And Allergic Rhinitis,Phenotype,Icd10 J30: Vasomotor And Allergic Rhinitis
18683,Allergic Disease (Asthma-- Hay Fever Or Eczema),Phenotype,Allergic Disease (Asthma-- Hay Fever Or Eczema)
18686,Phospholipids In Large Hdl (Ukb Data Field 23560),Phenotype,Phospholipids In Large Hdl (Ukb Data Field 23560)
18687,Erythrocyte Cadmium Concentration,Phenotype,Erythrocyte Cadmium Concentration
18689,Total Cholesterol To Total Lipids Ratio In Idl,Phenotype,Total Cholesterol To Total Lipids Ratio In Idl
18695,Hdl Cholesterol Levels X Alcohol Consumption (Regular Vs Non-Regular Drinkers) Interaction (2Df),Phenotype,Hdl Cholesterol Levels X Alcohol Consumption (Regular Vs Non-Regular Drinkers) Interaction (2Df)
18697,Phosphatidylcholine_35:2_[M+H]1+/Phosphatidylethanolamine_38:2_[M+H]1+/Phosphatidate_40:3_[M+Nh4]1+ Levels,Phenotype,Phosphatidylcholine_35:2_[M+H]1+/Phosphatidylethanolamine_38:2_[M+H]1+/Phosphatidate_40:3_[M+Nh4]1+ Levels
18700,Phosphatidylethanolamine-O_38:6_[M-H]1-/Phosphatidylethanolamine-P_38:5_[M-H]1- Levels,Phenotype,Phosphatidylethanolamine-O_38:6_[M-H]1-/Phosphatidylethanolamine-P_38:5_[M-H]1- Levels
18702,Phosphatidylcholine(38:6)_[M+H]1+/Phosphatidylethanolamine(41:6)_[M+H]1+ Levels,Phenotype,Phosphatidylcholine(38:6)_[M+H]1+/Phosphatidylethanolamine(41:6)_[M+H]1+ Levels
18704,Glutaminyl-Peptide Cyclotransferase Levels,Phenotype,Glutaminyl-Peptide Cyclotransferase Levels
18706,1-Meadoyl-Gpc (20:3N9) Levels,Phenotype,1-Meadoyl-Gpc (20:3N9) Levels
18712,Blood Glucose Levels,Phenotype,Blood Glucose Levels
18715,Serum Metabolite Levels (Cms),Phenotype,Serum Metabolite Levels (Cms)
18717,Cd3 On Naive Cd8+ T Cell,Phenotype,Cd3 On Naive Cd8+ T Cell
18720,Dyslexia,Phenotype,Dyslexia
18723,Lysophosphatidylcholine (20:2) [Sn2] Levels,Phenotype,Lysophosphatidylcholine (20:2) [Sn2] Levels
18725,Hearing Problems,Phenotype,Hearing Problems
18727,Parental Extreme Longevity (95 Years And Older),Phenotype,Parental Extreme Longevity (95 Years And Older)
18729,Triglycerides To Total Lipids Ratio In Small Vldl,Phenotype,Triglycerides To Total Lipids Ratio In Small Vldl
18732,Phosphatidylglycerol(36:0)_[M-H]1- Levels,Phenotype,Phosphatidylglycerol(36:0)_[M-H]1- Levels
18735,Itgb1Bp2/Mitd1 Protein Level Ratio,Phenotype,Itgb1Bp2/Mitd1 Protein Level Ratio
18737,Sterol Ester (27:1/17:1) Levels,Phenotype,Sterol Ester (27:1/17:1) Levels
18739,Cognitive Performance,Phenotype,Cognitive Performance
18744,1-Arachidonoyl-Gpa (20:4) Levels,Phenotype,1-Arachidonoyl-Gpa (20:4) Levels
18747,Fusiform Gyrus Volume,Phenotype,Fusiform Gyrus Volume
18756,Brugada Syndrome,Phenotype,Brugada Syndrome
18758,Uterine Fibroids,Phenotype,Uterine Fibroids
18760,Vitamin E Levels,Phenotype,Vitamin E Levels
18764,Phosphatidylcholine (18:0_22:5) (N6) Levels,Phenotype,Phosphatidylcholine (18:0_22:5) (N6) Levels
18766,Phosphatidylcholine-O_44:5_[M+H]1+/Phosphatidylcholine-P_44:4_[M+H]1+ Levels,Phenotype,Phosphatidylcholine-O_44:5_[M+H]1+/Phosphatidylcholine-P_44:4_[M+H]1+ Levels
18767,Phosphatidylcholine_44:5_[M+Oac]1- Levels,Phenotype,Phosphatidylcholine_44:5_[M+Oac]1- Levels
18769,Phosphatidylinositol (18:0_18:1) Levels,Phenotype,Phosphatidylinositol (18:0_18:1) Levels
18770,Switch-Associated Protein 70 Levels,Phenotype,Switch-Associated Protein 70 Levels
18773,Skin Phototype Score,Phenotype,Skin Phototype Score
18775,Response To Efavirenz-Containing Treatment In Hiv 1 Infection (Virologic Failure),Phenotype,Response To Efavirenz-Containing Treatment In Hiv 1 Infection (Virologic Failure)
18788,Progressive Supranuclear Palsy,Phenotype,Progressive Supranuclear Palsy
18790,Ccn2/Eno2 Protein Level Ratio,Phenotype,Ccn2/Eno2 Protein Level Ratio
18792,Metabolite Levels (Betaine),Phenotype,Metabolite Levels (Betaine)
18798,Omega-3 Fatty Acids Levels,Phenotype,Omega-3 Fatty Acids Levels
18801,Hbegf/Pdgfa Protein Level Ratio,Phenotype,Hbegf/Pdgfa Protein Level Ratio
18803,Coronary Artery Disease Or Plasminogen Activator Inhibitor 1 Levels (Pleiotropy),Phenotype,Coronary Artery Disease Or Plasminogen Activator Inhibitor 1 Levels (Pleiotropy)
18805,Urine Methylsuccinoylcarnitine Levels In Chronic Kidney Disease,Phenotype,Urine Methylsuccinoylcarnitine Levels In Chronic Kidney Disease
18809,Cd27 On Memory B Cell,Phenotype,Cd27 On Memory B Cell
18821,Vaginal Microbiome Metacyc Pathway (Pyridnucsyn-Pwy|Nad Biosynthesis I (From Aspartate)),Phenotype,Vaginal Microbiome Metacyc Pathway (Pyridnucsyn-Pwy|Nad Biosynthesis I (From Aspartate))
18824,Resting-State Electroencephalogram Vigilance,Phenotype,Resting-State Electroencephalogram Vigilance
18827,Visceral Adipose Tissue Volumes To Abdominal Adipose Tissue Volumes Ratio,Phenotype,Visceral Adipose Tissue Volumes To Abdominal Adipose Tissue Volumes Ratio
18830,Ratio Of Triglycerides To Phosphoglycerides,Phenotype,Ratio Of Triglycerides To Phosphoglycerides
18837,Ascending Thoracic Aortic Diameter,Phenotype,Ascending Thoracic Aortic Diameter
18839,Free Cholesterol In Large Hdl (Ukb Data Field 23563),Phenotype,Free Cholesterol In Large Hdl (Ukb Data Field 23563)
18841,Leukocyte Telomere Length,Phenotype,Leukocyte Telomere Length
18843,Deoxycarnitine Levels,Phenotype,Deoxycarnitine Levels
18846,Glioma Pathogenesis-Related Protein 1 Levels,Phenotype,Glioma Pathogenesis-Related Protein 1 Levels
18848,Cholesterol Esters In Large Hdl,Phenotype,Cholesterol Esters In Large Hdl
18850,Hip Circumference,Phenotype,Hip Circumference
18853,Low-Carbohydrate Diet (Lcd) Score,Phenotype,Low-Carbohydrate Diet (Lcd) Score
18865,Glomerular Filtration Rate,Phenotype,Glomerular Filtration Rate
18869,Cardiovascular Disease,Phenotype,Cardiovascular Disease
18875,Breast Cancer In Brca1 Mutation Carriers,Phenotype,Breast Cancer In Brca1 Mutation Carriers
18881,Cd300C/Clec14A Protein Level Ratio,Phenotype,Cd300C/Clec14A Protein Level Ratio
18888,Lysophosphatidylinositol (20:4) [Sn2] Levels,Phenotype,Lysophosphatidylinositol (20:4) [Sn2] Levels
18890,Glycerophosphoethanolamine Levels In Elite Athletes,Phenotype,Glycerophosphoethanolamine Levels In Elite Athletes
18893,Non-Albumin Protein Levels,Phenotype,Non-Albumin Protein Levels
18895,Type 2 Diabetes Mellitus Adjusted For Bmi Or Coronary Artery Disease (Pleiotropy),Phenotype,Type 2 Diabetes Mellitus Adjusted For Bmi Or Coronary Artery Disease (Pleiotropy)
18897,Alzheimer'S Disease,Phenotype,Alzheimer'S Disease
18900,Gamma-Glutamylphenylalanine Levels,Phenotype,Gamma-Glutamylphenylalanine Levels
18903,Aspartate Levels,Phenotype,Aspartate Levels
18905,Skull Bone Mineral Density,Phenotype,Skull Bone Mineral Density
18910,Celiac Disease,Phenotype,Celiac Disease
18913,Phenylalanine Levels (Ukb Data Field 23468),Phenotype,Phenylalanine Levels (Ukb Data Field 23468)
18915,Vaginal Microbiome Metacyc Pathway (Pwy-5415|Catechol Degradation I (Meta-Cleavage Pathway)),Phenotype,Vaginal Microbiome Metacyc Pathway (Pwy-5415|Catechol Degradation I (Meta-Cleavage Pathway))
18919,Free Cholesterol Levels,Phenotype,Free Cholesterol Levels
18922,Serum Levels Of Protein Scin,Phenotype,Serum Levels Of Protein Scin
18925,Headache Or Migraine,Phenotype,Headache Or Migraine
18928,Alzheimer'S Disease In Non-Apoe E4 Carriers,Phenotype,Alzheimer'S Disease In Non-Apoe E4 Carriers
18931,Adiponectin Levels,Phenotype,Adiponectin Levels
18933,Hippocampal Subfield Left Ca4 Volume (Body),Phenotype,Hippocampal Subfield Left Ca4 Volume (Body)
18945,Waist Circumference Adjusted For Bmi (Adjusted For Smoking Behaviour),Phenotype,Waist Circumference Adjusted For Bmi (Adjusted For Smoking Behaviour)
18949,Icd10 J36: Peritonsillar Abscess,Phenotype,Icd10 J36: Peritonsillar Abscess
18953,Metabolite Levels (Taurocholenate Sulfate),Phenotype,Metabolite Levels (Taurocholenate Sulfate)
18955,Clec1B/Nsfl1C Protein Level Ratio,Phenotype,Clec1B/Nsfl1C Protein Level Ratio
18962,Glutamate Levels,Phenotype,Glutamate Levels
18967,Body Mass Index Or Osteoarthritis (Pleiotropy),Phenotype,Body Mass Index Or Osteoarthritis (Pleiotropy)
18970,Parkinson'S Disease (Age Of Onset),Phenotype,Parkinson'S Disease (Age Of Onset)
18976,Serum Uric Acid Levels,Phenotype,Serum Uric Acid Levels
18980,Verbal Learning (Visual Presentation),Phenotype,Verbal Learning (Visual Presentation)
18982,Ccr2 On Cd14- Cd16-,Phenotype,Ccr2 On Cd14- Cd16-
18984,Major Depressive Disorder (Broad),Phenotype,Major Depressive Disorder (Broad)
18986,Cd69/F11R Protein Level Ratio,Phenotype,Cd69/F11R Protein Level Ratio
18988,Glutamine Levels,Phenotype,Glutamine Levels
18993,Fibroblast Growth Factor 23 Levels,Phenotype,Fibroblast Growth Factor 23 Levels
18995,White Blood Cell Count (Monocyte),Phenotype,White Blood Cell Count (Monocyte)
18999,Plasma Amyloid Beta Peptide Concentrations (Abx-40),Phenotype,Plasma Amyloid Beta Peptide Concentrations (Abx-40)
19002,Switched Memory B Cell Absolute Count,Phenotype,Switched Memory B Cell Absolute Count
19009,Cognitive Function (Generalized Correlation Coefficient),Phenotype,Cognitive Function (Generalized Correlation Coefficient)
19014,Age-Related Macular Degeneration,Phenotype,Age-Related Macular Degeneration
19017,Vaginal Microbiome Metacyc Pathway (Pwy-5705|Allantoin Degradation To Glyoxylate Iii),Phenotype,Vaginal Microbiome Metacyc Pathway (Pwy-5705|Allantoin Degradation To Glyoxylate Iii)
19019,Collagen Type Ii Levels,Phenotype,Collagen Type Ii Levels
19027,Visceral Adipose Tissue Adjusted For Bmi,Phenotype,Visceral Adipose Tissue Adjusted For Bmi
