FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,FromType,ToType
7079,29820,serotonin receptor inverse agonist,MoA,Phase 1,Gene,Chemical_Compound
25555,29820,serotonin receptor inverse agonist,MoA,Phase 1,Gene,Chemical_Compound
25962,29820,serotonin receptor inverse agonist,MoA,Phase 1,Gene,Chemical_Compound
25962,29821,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
26409,29822,calcitonin antagonist,MoA,Preclinical,Gene,Chemical_Compound
25963,29823,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25962,29824,serotonin receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
29825,29826,CC chemokine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25709,29827,orexin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25711,29827,orexin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
6190,29828,TRPV antagonist,MoA,Preclinical,Gene,Chemical_Compound
25962,29829,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25709,29830,orexin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25711,29830,orexin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
6999,29831,glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8086,29831,glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8554,29831,glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15553,29832,TGF beta receptor inhibitor,MoA,Preclinical,Gene,Chemical_Compound
2774,29832,TGF beta receptor inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6190,29833,TRPV antagonist,MoA,Preclinical,Gene,Chemical_Compound
2774,29834,ALK tyrosine kinase receptor inhibitor,MoA,Preclinical,Gene,Chemical_Compound
2774,29835,TGF beta receptor inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9018,29836,RAF inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26294,29837,nociceptin/orphanin FQ receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25634,29838,urotensin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
12477,29839,integrin antagonist,MoA,Phase 1,Gene,Chemical_Compound
6567,29839,integrin antagonist,MoA,Phase 1,Gene,Chemical_Compound
15105,29839,integrin antagonist,MoA,Phase 1,Gene,Chemical_Compound
29840,29839,integrin antagonist,MoA,Phase 1,Gene,Chemical_Compound
6190,29841,TRPV antagonist,MoA,Phase 2,Gene,Chemical_Compound
25634,29842,urotensin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25962,29843,serotonin receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
15188,29844,kinesin-like spindle protein inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
11481,29845,kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
12367,29845,kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13626,29845,kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
10642,29845,kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8554,29845,kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26396,29846,G protein-coupled receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
13626,29847,rho associated kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9902,29847,rho associated kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9570,29848,HDAC inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26333,29848,HDAC inhibitor,MoA,Phase 3,Gene,Chemical_Compound
9941,29848,HDAC inhibitor,MoA,Phase 3,Gene,Chemical_Compound
5184,29848,HDAC inhibitor,MoA,Phase 3,Gene,Chemical_Compound
11348,29848,HDAC inhibitor,MoA,Phase 3,Gene,Chemical_Compound
11002,29848,HDAC inhibitor,MoA,Phase 3,Gene,Chemical_Compound
15499,29848,HDAC inhibitor,MoA,Phase 3,Gene,Chemical_Compound
3799,29848,HDAC inhibitor,MoA,Phase 3,Gene,Chemical_Compound
14636,29849,PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9570,29850,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5184,29850,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7247,29851,protein kinase activator,MoA,Preclinical,Gene,Chemical_Compound
29852,29853,dihydroorotate dehydrogenase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25790,29854,prostanoid receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25665,29855,cyclooxygenase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25790,29856,prostanoid receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
7829,29857,cyclooxygenase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7247,29858,protein tyrosine kinase activator,MoA,Preclinical,Gene,Chemical_Compound
25592,29859,G protein-coupled receptor modulator,MoA,Preclinical,Gene,Chemical_Compound
25593,29859,G protein-coupled receptor modulator,MoA,Preclinical,Gene,Chemical_Compound
25546,29859,G protein-coupled receptor modulator,MoA,Preclinical,Gene,Chemical_Compound
25547,29859,G protein-coupled receptor modulator,MoA,Preclinical,Gene,Chemical_Compound
26294,29860,nociceptin/orphanin FQ receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25546,29861,dopamine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25550,29861,dopamine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25555,29861,dopamine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
26077,29861,dopamine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
29862,29861,dopamine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
27233,29863,ATPase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
12683,29864,MTH1 inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8041,29865,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25726,29865,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
9810,29865,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25727,29865,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
8227,29866,CHK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
7517,29866,CHK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
15816,29867,antioxidant,MoA,Preclinical,Gene,Chemical_Compound
25592,29871,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25593,29871,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25594,29871,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25595,29871,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
9570,29872,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9941,29872,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5184,29872,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
11348,29872,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
11002,29872,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15499,29872,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26335,29872,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
11646,29872,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3799,29872,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4449,29873,p38 MAPK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
2774,29874,TGF beta receptor inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26058,29875,matrix metalloprotease inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26059,29875,matrix metalloprotease inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3521,29875,matrix metalloprotease inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25751,29876,opioid receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
12473,29877,tachykinin antagonist,MoA,Phase 1,Gene,Chemical_Compound
25554,29878,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
7079,29878,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25555,29878,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
8041,29879,adenosine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25596,29880,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
26192,29880,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25551,29881,adrenergic receptor antagonist|serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25552,29881,adrenergic receptor antagonist|serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25652,29882,glutamate receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25652,29883,glutamate receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25598,29885,GABA receptor antagonist|TP53 activator,MoA,Preclinical,Gene,Chemical_Compound
25835,29886,progesterone receptor agonist,MoA,Launched,Gene,Chemical_Compound
11142,29889,glutamate receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
4203,29889,glutamate receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
14160,29889,glutamate receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
14968,29889,glutamate receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
14717,29891,MEK inhibitor,MoA,Phase 3,Gene,Chemical_Compound
8514,29892,gamma secretase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
4449,29893,cytokine production inhibitor|p38 MAPK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
5212,29894,VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26178,29894,VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25712,29894,VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25633,29894,VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
7392,29894,VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
12302,29894,VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
4171,29894,VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
7625,29895,beta amyloid inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13006,29896,intermediate conductance potassium channel blocker,MoA,Phase 3,Gene,Chemical_Compound
6126,29897,vitamin D receptor agonist,MoA,Phase 3,Gene,Chemical_Compound
26361,29898,D-amino acid oxidase Inhibitor,MoA,Phase 1,Gene,Chemical_Compound
9986,29900,MDM inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25573,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
13991,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25575,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25547,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25548,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25549,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
13040,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25551,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25552,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25553,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25853,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25854,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25554,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25555,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25962,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
25955,29902,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
26201,29904,prostaglandin inhibitor,MoA,Phase 3,Gene,Chemical_Compound
27071,29907,lysophospholipid receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
29908,29909,neuropeptide receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
27077,29909,neuropeptide receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
12752,29910,bromodomain inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9531,29910,bromodomain inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5241,29911,protein arginine N-methyltransferase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14831,29912,DNA methyltransferase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8047,29912,DNA methyltransferase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
11040,29912,DNA methyltransferase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25632,29913,Pim kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
2676,29913,Pim kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
26197,29913,Pim kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
3068,29913,Pim kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
13139,29914,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25560,29914,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
10745,29915,hepatocyte growth factor receptor inhibitor,MoA,Phase 1,Gene,Chemical_Compound
29916,29917,neuropeptide receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
6921,29918,protein tyrosine kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
27084,29919,acetylcholine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25655,29920,glutamate receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
27230,29921,glutamate receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25655,29921,glutamate receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
29922,29923,steroidogenic factor antagonist,MoA,Preclinical,Gene,Chemical_Compound
12418,29924,phosphodiesterase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
11964,29930,DNA methyltransferase inhibitor|RNA synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25971,29931,voltage-gated sodium channel blocker,MoA,Phase 2,Gene,Chemical_Compound
25578,29931,voltage-gated sodium channel blocker,MoA,Phase 2,Gene,Chemical_Compound
25821,29931,voltage-gated sodium channel blocker,MoA,Phase 2,Gene,Chemical_Compound
25823,29931,voltage-gated sodium channel blocker,MoA,Phase 2,Gene,Chemical_Compound
25824,29931,voltage-gated sodium channel blocker,MoA,Phase 2,Gene,Chemical_Compound
25662,29931,voltage-gated sodium channel blocker,MoA,Phase 2,Gene,Chemical_Compound
25826,29931,voltage-gated sodium channel blocker,MoA,Phase 2,Gene,Chemical_Compound
25573,29933,sigma receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
13991,29933,sigma receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25575,29933,sigma receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
14923,29935,SIRT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
10315,29936,SIRT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14923,29936,SIRT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7559,29937,serine/threonine kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
2774,29937,serine/threonine kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5173,29939,endothelin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
6150,29939,endothelin receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
13355,29941,MDM inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14233,29942,sigma receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
13006,29943,potassium channel activator,MoA,Preclinical,Gene,Chemical_Compound
4449,29944,p38 MAPK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25545,29945,dopamine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25546,29945,dopamine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25550,29945,dopamine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25546,29946,dopamine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25546,29947,dopamine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25550,29947,dopamine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25546,29948,dopamine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25550,29948,dopamine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25795,29949,p38 MAPK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4449,29949,p38 MAPK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26816,29950,GABA uptake inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8064,29951,histamine N-methyltransferase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25808,29952,calcium channel blocker,MoA,Preclinical,Gene,Chemical_Compound
8834,29952,calcium channel blocker,MoA,Preclinical,Gene,Chemical_Compound
9917,29952,calcium channel blocker,MoA,Preclinical,Gene,Chemical_Compound
28272,29952,calcium channel blocker,MoA,Preclinical,Gene,Chemical_Compound
9770,29952,calcium channel blocker,MoA,Preclinical,Gene,Chemical_Compound
26792,29952,calcium channel blocker,MoA,Preclinical,Gene,Chemical_Compound
6706,29952,calcium channel blocker,MoA,Preclinical,Gene,Chemical_Compound
14020,29953,sphingosine kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25712,29954,VEGFR inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25876,29955,cannabinoid receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25547,29955,cannabinoid receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25551,29955,cannabinoid receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
8041,29956,adenosine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25726,29956,adenosine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
9810,29956,adenosine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25727,29956,adenosine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
4198,29957,XIAP inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26234,29957,XIAP inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8344,29957,XIAP inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13208,29958,sigma receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
29959,29960,autophagy inducer,MoA,Preclinical,Gene,Chemical_Compound
2676,29961,Pim kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
29908,29962,transient receptor potential channel agonist,MoA,Preclinical,Gene,Chemical_Compound
4909,29964,nitric oxide donor,MoA,Phase 2,Gene,Chemical_Compound
25573,29965,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
13991,29965,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25575,29965,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25541,29965,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25543,29965,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25544,29965,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
15539,29965,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25971,29965,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
11393,29968,selective estrogen receptor modulator (SERM),MoA,Preclinical,Gene,Chemical_Compound
13343,29969,Aurora kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
8285,29969,Aurora kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25916,29969,Aurora kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
4229,29970,HSP inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
4111,29970,HSP inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
7584,29971,thyroid hormone receptor agonist,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
9625,29971,thyroid hormone receptor agonist,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
7382,29972,HDAC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
27092,29972,HDAC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
27093,29972,HDAC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
9570,29972,HDAC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
9941,29972,HDAC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
5184,29972,HDAC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
11646,29972,HDAC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
3105,29979,JAK inhibitor,MoA,Phase 1,Gene,Chemical_Compound
2742,29985,aldose reductase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26022,29986,sodium/glucose cotransporter inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26620,29986,sodium/glucose cotransporter inhibitor,MoA,Phase 3,Gene,Chemical_Compound
7247,29988,PKC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
26752,29988,PKC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
15425,29988,PKC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25765,29988,PKC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
12513,29988,PKC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25766,29988,PKC inhibitor,MoA,Phase 2,Gene,Chemical_Compound
10073,29989,NFkB pathway inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13922,29989,NFkB pathway inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9986,29990,ubiquitin ligase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
12989,29992,bacterial DNA gyrase inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25676,29993,aspartate carbamoyltransferase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25677,29993,aspartate carbamoyltransferase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
2944,29994,deubiquitinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6813,29994,deubiquitinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26077,29995,glutamate receptor modulator,MoA,Preclinical,Gene,Chemical_Compound
8235,29995,glutamate receptor modulator,MoA,Preclinical,Gene,Chemical_Compound
29997,29998,gene expression stimulant,MoA,Preclinical,Gene,Chemical_Compound
25872,30000,opioid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25573,30003,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
13991,30003,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25575,30003,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25541,30003,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25543,30003,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25544,30003,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25551,30003,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
7079,30003,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
10315,30004,SIRT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5173,30005,endothelin receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
4171,30006,receptor tyrosine protein kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
11239,30007,bacterial cell wall synthesis inhibitor,MoA,Phase 3,Gene,Chemical_Compound
4467,30008,adenylyl cyclase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15412,30009,retinoid receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
30010,30009,retinoid receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
12473,30011,neurokinin receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
10141,30012,PPAR receptor ligand,MoA,Preclinical,Gene,Chemical_Compound
30010,30013,retinoid receptor inverse agonist,MoA,Preclinical,Gene,Chemical_Compound
26844,30014,leukotriene receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
26367,30015,CCK receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
13493,30016,JNK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9097,30016,JNK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3775,30016,JNK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13493,30017,JNK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9902,30018,rho associated kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25596,30019,serotonin receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25660,30020,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25804,30020,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25918,30020,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25592,30021,acetylcholine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
4588,30022,SRC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26440,30022,SRC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4774,30022,SRC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3272,30023,serine arginine protein kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
10260,30023,serine arginine protein kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
10315,30024,SIRT activator,MoA,Preclinical,Gene,Chemical_Compound
10315,30025,SIRT activator,MoA,Phase 2,Gene,Chemical_Compound
25571,30026,acetylcholine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
12125,30027,myeloid differentiation primary response inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26066,30028,interleukin synthesis inhibitor,MoA,Phase 2,Gene,Chemical_Compound
8551,30029,STAT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6024,30030,aryl hydrocarbon receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
6202,30031,serine/threonine kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13063,30032,NAMPT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13063,30033,NAMPT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14676,30033,NAMPT inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25573,30035,adrenergic receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25592,30037,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25593,30037,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25594,30037,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25595,30037,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
9280,30037,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
26782,30037,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
27761,30037,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
6354,30037,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
3070,30037,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
26219,30037,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
7731,30037,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
12473,30038,neurokinin receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
