FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,Relation_Context_DiseaseArea,Relation_Context_Indication,FromType,ToType
7020,30317,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
7633,30317,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25985,30318,voltage-gated sodium channel blocker,MoA,Launched,neurology/psychiatry|infectious disease|rheumatology|cardiology,muscle relaxant|multiple sclerosis|encephalomyelitis|ankylosing spondylitis|atherosclerosis|Raynaud's disease,Gene,Chemical_Compound
26848,30318,voltage-gated sodium channel blocker,MoA,Launched,neurology/psychiatry|infectious disease|rheumatology|cardiology,muscle relaxant|multiple sclerosis|encephalomyelitis|ankylosing spondylitis|atherosclerosis|Raynaud's disease,Gene,Chemical_Compound
25592,30321,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|urinary frequency,Gene,Chemical_Compound
25593,30321,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|urinary frequency,Gene,Chemical_Compound
25594,30321,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|urinary frequency,Gene,Chemical_Compound
25595,30321,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|urinary frequency,Gene,Chemical_Compound
9280,30321,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|urinary frequency,Gene,Chemical_Compound
25590,30322,vasopressin receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology,hyponatremia|congestive heart failure|hepatic cirrhosis,Gene,Chemical_Compound
26153,30322,vasopressin receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology,hyponatremia|congestive heart failure|hepatic cirrhosis,Gene,Chemical_Compound
10748,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
7555,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25676,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25677,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25678,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25598,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25640,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25641,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25600,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25642,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25643,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25644,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25645,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
15774,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25646,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
6289,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25647,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25648,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25649,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25650,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25651,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25992,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25990,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
15548,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25994,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
8327,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
11784,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
28266,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
28267,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
28268,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25578,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25820,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25821,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25822,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25823,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25824,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25662,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25825,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
4545,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25826,30324,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache,Gene,Chemical_Compound
25832,30325,xanthine oxidase inhibitor,MoA,Launched,rheumatology|nephrology,gout|hyperuricemia,Gene,Chemical_Compound
15946,30326,topoisomerase inhibitor,MoA,Launched,oncology,small cell lung cancer|cervical cancer,Gene,Chemical_Compound
5583,30326,topoisomerase inhibitor,MoA,Launched,oncology,small cell lung cancer|cervical cancer,Gene,Chemical_Compound
5054,30327,electrolyte reabsorption inhibitor|thromboxane receptor antagonist,MoA,Launched,cardiology,edema|congestive heart failure|hypertension,Gene,Chemical_Compound
11393,30330,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer,Gene,Chemical_Compound
14717,30343,MEK inhibitor,MoA,Launched,oncology,melanoma,Gene,Chemical_Compound
15643,30343,MEK inhibitor,MoA,Launched,oncology,melanoma,Gene,Chemical_Compound
7591,30345,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology,hypertension|myocardial infarction,Gene,Chemical_Compound
25937,30346,antifibrinolytic|plasminogen activator inhibitor,MoA,Launched,hematology,hemophilia,Gene,Chemical_Compound
27846,30347,angiogenesis inhibitor,MoA,Launched,pulmonary,asthma,Gene,Chemical_Compound
13040,30347,angiogenesis inhibitor,MoA,Launched,pulmonary,asthma,Gene,Chemical_Compound
9885,30348,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
7020,30348,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
7633,30348,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
7392,30350,PDGFR tyrosine kinase receptor inhibitor,MoA,Launched,cardiology,coronary artery disease (CAD),Gene,Chemical_Compound
6297,30351,prostanoid receptor agonist,MoA,Launched,ophthalmology,ocular hypertension|glaucoma,Gene,Chemical_Compound
25573,30353,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25541,30353,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
13040,30353,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25551,30353,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25554,30353,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
7079,30353,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25555,30353,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25800,30353,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
7351,30354,dipeptidyl peptidase inhibitor,MoA,Launched,endocrinology,diabetes mellitus,Gene,Chemical_Compound
25592,30355,cholinergic receptor antagonist,MoA,Launched,gastroenterology,irritable bowel syndrome,Gene,Chemical_Compound
25593,30355,cholinergic receptor antagonist,MoA,Launched,gastroenterology,irritable bowel syndrome,Gene,Chemical_Compound
25594,30355,cholinergic receptor antagonist,MoA,Launched,gastroenterology,irritable bowel syndrome,Gene,Chemical_Compound
25595,30355,cholinergic receptor antagonist,MoA,Launched,gastroenterology,irritable bowel syndrome,Gene,Chemical_Compound
4071,30356,prostanoid receptor agonist,MoA,Launched,pulmonary,pulmonary arterial hypertension (PAH),Gene,Chemical_Compound
12385,30356,prostanoid receptor agonist,MoA,Launched,pulmonary,pulmonary arterial hypertension (PAH),Gene,Chemical_Compound
9852,30356,prostanoid receptor agonist,MoA,Launched,pulmonary,pulmonary arterial hypertension (PAH),Gene,Chemical_Compound
26941,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
7552,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
30360,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
27228,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
2598,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
12385,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
6481,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
14201,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
6665,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
4072,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
28665,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
30010,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
14857,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
25701,30359,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL),Gene,Chemical_Compound
14109,30361,glucocorticoid receptor agonist,MoA,Launched,dermatology,corticosteroid-responsive dermatoses,Gene,Chemical_Compound
14109,30362,glucocorticoid receptor agonist|immunosuppressant,MoA,Launched,dermatology,corticosteroid-responsive dermatoses,Gene,Chemical_Compound
25810,30362,glucocorticoid receptor agonist|immunosuppressant,MoA,Launched,dermatology,corticosteroid-responsive dermatoses,Gene,Chemical_Compound
25929,30363,sodium channel blocker,MoA,Launched,endocrinology|cardiology,hypokalemia|hypertension|edema,Gene,Chemical_Compound
25930,30363,sodium channel blocker,MoA,Launched,endocrinology|cardiology,hypokalemia|hypertension|edema,Gene,Chemical_Compound
25931,30363,sodium channel blocker,MoA,Launched,endocrinology|cardiology,hypokalemia|hypertension|edema,Gene,Chemical_Compound
25932,30363,sodium channel blocker,MoA,Launched,endocrinology|cardiology,hypokalemia|hypertension|edema,Gene,Chemical_Compound
7829,30365,chloride channel blocker,MoA,Launched,cardiology,hypertension|edema,Gene,Chemical_Compound
25665,30365,chloride channel blocker,MoA,Launched,cardiology,hypertension|edema,Gene,Chemical_Compound
5054,30365,chloride channel blocker,MoA,Launched,cardiology,hypertension|edema,Gene,Chemical_Compound
14831,30368,microtubule inhibitor,MoA,Launched,infectious disease,tapeworm,Gene,Chemical_Compound
14831,30369,antibacterial agent,MoA,Launched,infectious disease,first-aid antiseptic,Gene,Chemical_Compound
25675,30370,chelating agent,MoA,Launched,metabolism,Wilson's disease,Gene,Chemical_Compound
25573,30371,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
8517,30371,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25545,30371,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25547,30371,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25549,30371,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
13040,30371,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25554,30371,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25555,30371,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
8655,30371,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
27435,30371,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25592,30372,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry|gastroenterology,psychosis|nausea|vomiting,Gene,Chemical_Compound
25593,30372,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry|gastroenterology,psychosis|nausea|vomiting,Gene,Chemical_Compound
25546,30372,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry|gastroenterology,psychosis|nausea|vomiting,Gene,Chemical_Compound
25547,30372,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry|gastroenterology,psychosis|nausea|vomiting,Gene,Chemical_Compound
7079,30372,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry|gastroenterology,psychosis|nausea|vomiting,Gene,Chemical_Compound
14652,30373,DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor,MoA,Launched,infectious disease,virus herpes simplex (HSV),Gene,Chemical_Compound
13922,30374,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor,MoA,Launched,neurology/psychiatry|cardiology,stroke|myocardial infarction|atrial fibrillation (AF),Gene,Chemical_Compound
25942,30374,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor,MoA,Launched,neurology/psychiatry|cardiology,stroke|myocardial infarction|atrial fibrillation (AF),Gene,Chemical_Compound
26600,30374,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor,MoA,Launched,neurology/psychiatry|cardiology,stroke|myocardial infarction|atrial fibrillation (AF),Gene,Chemical_Compound
7829,30374,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor,MoA,Launched,neurology/psychiatry|cardiology,stroke|myocardial infarction|atrial fibrillation (AF),Gene,Chemical_Compound
25592,30375,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,parkinsonism,Gene,Chemical_Compound
25751,30376,opioid receptor agonist,MoA,Launched,gastroenterology,irritable bowel syndrome,Gene,Chemical_Compound
25872,30376,opioid receptor agonist,MoA,Launched,gastroenterology,irritable bowel syndrome,Gene,Chemical_Compound
25873,30376,opioid receptor agonist,MoA,Launched,gastroenterology,irritable bowel syndrome,Gene,Chemical_Compound
16012,30377,3-ketoacyl CoA thiolase inhibitor,MoA,Launched,cardiology,angina pectoris,Gene,Chemical_Compound
25617,30378,oxazolidine antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
25619,30378,oxazolidine antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
25620,30378,oxazolidine antiepileptic,MoA,Launched,neurology/psychiatry,seizures,Gene,Chemical_Compound
25547,30379,histamine receptor antagonist,MoA,Launched,gastroenterology,vomiting|nausea|gastroenteritis,Gene,Chemical_Compound
10895,30380,dihydrofolate reductase inhibitor,MoA,Launched,infectious disease|gastroenterology,urinary tract infections|ear infections|diarrhea,Gene,Chemical_Compound
14652,30380,dihydrofolate reductase inhibitor,MoA,Launched,infectious disease|gastroenterology,urinary tract infections|ear infections|diarrhea,Gene,Chemical_Compound
25804,30381,adrenergic receptor antagonist,MoA,Launched,pulmonary,asthma,Gene,Chemical_Compound
25918,30381,adrenergic receptor antagonist,MoA,Launched,pulmonary,asthma,Gene,Chemical_Compound
25921,30383,norepinephrine reputake inhibitor|tricyclic antidepressant,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25958,30383,norepinephrine reputake inhibitor|tricyclic antidepressant,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
25800,30383,norepinephrine reputake inhibitor|tricyclic antidepressant,MoA,Launched,neurology/psychiatry,depression,Gene,Chemical_Compound
13040,30384,histamine receptor antagonist,MoA,Launched,pulmonary|allergy,asthma|allergic rhinitis|urticaria,Gene,Chemical_Compound
13040,30385,histamine receptor antagonist,MoA,Launched,allergy,allergic rhinitis,Gene,Chemical_Compound
25604,30388,gonadotropin releasing factor hormone receptor agonist,MoA,Launched,oncology|endocrinology|obstetrics/gynecology,prostate cancer|breast cancer|precocious puberty|endometriosis|myoma|gender dysphoria,Gene,Chemical_Compound
25594,30394,acetylcholine receptor antagonist,MoA,Launched,ophthalmology,mydriasis diagnostic|cycloplegia diagnostic,Gene,Chemical_Compound
25595,30394,acetylcholine receptor antagonist,MoA,Launched,ophthalmology,mydriasis diagnostic|cycloplegia diagnostic,Gene,Chemical_Compound
6354,30395,serotonin receptor antagonist,MoA,Launched,gastroenterology,nausea|vomiting,Gene,Chemical_Compound
3070,30395,serotonin receptor antagonist,MoA,Launched,gastroenterology,nausea|vomiting,Gene,Chemical_Compound
7731,30395,serotonin receptor antagonist,MoA,Launched,gastroenterology,nausea|vomiting,Gene,Chemical_Compound
25596,30395,serotonin receptor antagonist,MoA,Launched,gastroenterology,nausea|vomiting,Gene,Chemical_Compound
25855,30395,serotonin receptor antagonist,MoA,Launched,gastroenterology,nausea|vomiting,Gene,Chemical_Compound
25592,30396,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|urinary frequency,Gene,Chemical_Compound
26611,30400,serotonin receptor partial agonist,MoA,Launched,neurology/psychiatry|gastroenterology,anxiety|bloating|constipation|fatigue|sleeplessness,Gene,Chemical_Compound
27469,30400,serotonin receptor partial agonist,MoA,Launched,neurology/psychiatry|gastroenterology,anxiety|bloating|constipation|fatigue|sleeplessness,Gene,Chemical_Compound
8124,30400,serotonin receptor partial agonist,MoA,Launched,neurology/psychiatry|gastroenterology,anxiety|bloating|constipation|fatigue|sleeplessness,Gene,Chemical_Compound
12430,30400,serotonin receptor partial agonist,MoA,Launched,neurology/psychiatry|gastroenterology,anxiety|bloating|constipation|fatigue|sleeplessness,Gene,Chemical_Compound
3993,30400,serotonin receptor partial agonist,MoA,Launched,neurology/psychiatry|gastroenterology,anxiety|bloating|constipation|fatigue|sleeplessness,Gene,Chemical_Compound
6859,30404,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,anesthetic,Gene,Chemical_Compound
25691,30404,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,anesthetic,Gene,Chemical_Compound
25596,30404,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,anesthetic,Gene,Chemical_Compound
26192,30404,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,anesthetic,Gene,Chemical_Compound
26417,30404,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,anesthetic,Gene,Chemical_Compound
27175,30404,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,anesthetic,Gene,Chemical_Compound
27177,30404,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,anesthetic,Gene,Chemical_Compound
30405,30404,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,anesthetic,Gene,Chemical_Compound
25804,30409,adrenergic receptor agonist,MoA,Launched,pulmonary,asthma,Gene,Chemical_Compound
12203,30430,leukotriene synthesis inhibitor,MoA,Launched,hematologic malignancy,acute myeloid leukemia (AML),Gene,Chemical_Compound
10096,30430,leukotriene synthesis inhibitor,MoA,Launched,hematologic malignancy,acute myeloid leukemia (AML),Gene,Chemical_Compound
7829,30436,cyclooxygenase inhibitor,MoA,Launched,dermatology,eczema|dermatitis,Gene,Chemical_Compound
25665,30436,cyclooxygenase inhibitor,MoA,Launched,dermatology,eczema|dermatitis,Gene,Chemical_Compound
25835,30441,progesterone receptor antagonist,MoA,Launched,endocrinology,contraceptive,Gene,Chemical_Compound
25592,30442,acetylcholine receptor antagonist,MoA,Launched,pulmonary,chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema,Gene,Chemical_Compound
25593,30442,acetylcholine receptor antagonist,MoA,Launched,pulmonary,chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema,Gene,Chemical_Compound
25594,30442,acetylcholine receptor antagonist,MoA,Launched,pulmonary,chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema,Gene,Chemical_Compound
25551,30461,adrenergic receptor antagonist,MoA,Launched,cardiology,hypertension,Gene,Chemical_Compound
30464,30465,hydroxy radical formation stimulant,MoA,Launched,dermatology,psoriasis|xerosis cutis|ichthyosis vulgaris|eczema|keratosis|dermatitis,Gene,Chemical_Compound
25676,30465,hydroxy radical formation stimulant,MoA,Launched,dermatology,psoriasis|xerosis cutis|ichthyosis vulgaris|eczema|keratosis|dermatitis,Gene,Chemical_Compound
3188,30465,hydroxy radical formation stimulant,MoA,Launched,dermatology,psoriasis|xerosis cutis|ichthyosis vulgaris|eczema|keratosis|dermatitis,Gene,Chemical_Compound
9969,30471,nuclear factor erythroid derived|like (NRF2) activator,MoA,Launched,gastroenterology,gallstones,Gene,Chemical_Compound
26768,30471,nuclear factor erythroid derived|like (NRF2) activator,MoA,Launched,gastroenterology,gallstones,Gene,Chemical_Compound
25592,30475,acetylcholine receptor antagonist,MoA,Launched,obstetrics/gynecology,labor induction,Gene,Chemical_Compound
25595,30475,acetylcholine receptor antagonist,MoA,Launched,obstetrics/gynecology,labor induction,Gene,Chemical_Compound
9280,30475,acetylcholine receptor antagonist,MoA,Launched,obstetrics/gynecology,labor induction,Gene,Chemical_Compound
2925,30476,benzodiazepine receptor agonist|HDAC inhibitor,MoA,Launched,neurology/psychiatry,epilepsy|seizures|seizures,Gene,Chemical_Compound
3832,30476,benzodiazepine receptor agonist|HDAC inhibitor,MoA,Launched,neurology/psychiatry,epilepsy|seizures|seizures,Gene,Chemical_Compound
26945,30476,benzodiazepine receptor agonist|HDAC inhibitor,MoA,Launched,neurology/psychiatry,epilepsy|seizures|seizures,Gene,Chemical_Compound
9570,30476,benzodiazepine receptor agonist|HDAC inhibitor,MoA,Launched,neurology/psychiatry,epilepsy|seizures|seizures,Gene,Chemical_Compound
9941,30476,benzodiazepine receptor agonist|HDAC inhibitor,MoA,Launched,neurology/psychiatry,epilepsy|seizures|seizures,Gene,Chemical_Compound
3799,30476,benzodiazepine receptor agonist|HDAC inhibitor,MoA,Launched,neurology/psychiatry,epilepsy|seizures|seizures,Gene,Chemical_Compound
14697,30476,benzodiazepine receptor agonist|HDAC inhibitor,MoA,Launched,neurology/psychiatry,epilepsy|seizures|seizures,Gene,Chemical_Compound
25578,30476,benzodiazepine receptor agonist|HDAC inhibitor,MoA,Launched,neurology/psychiatry,epilepsy|seizures|seizures,Gene,Chemical_Compound
25820,30476,benzodiazepine receptor agonist|HDAC inhibitor,MoA,Launched,neurology/psychiatry,epilepsy|seizures|seizures,Gene,Chemical_Compound
